therapeutic_id,name,url,synonyms,fda_statuses,companies,target_types,therapy_types,approved_for,source_search_ids
bepranemab,Bepranemab,https://www.alzforum.org/therapeutics/bepranemab,"UCB0107, UCB 0107, Antibody D","Progressive Supranuclear Palsy (Phase 1), Alzheimer's Disease (Phase 2)","Hoffmann-La Roche, UCB S.A.",Tau,Immunotherapy (passive),,?fda_statuses[]=181&target_types[]=177 | ?fda_statuses[]=182&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=181&therapy_types[]=162 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
besipirdine-hcl,Besipirdine HCl,https://www.alzforum.org/therapeutics/besipirdine-hcl,HP 749,Alzheimer's Disease (Discontinued),"Aventis Pharmaceuticals, Inc. (was Hoechst)",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
bexarotene,Bexarotene,https://www.alzforum.org/therapeutics/bexarotene,Targretin®,Alzheimer's Disease (Phase 2),"Ligand Pharmaceuticals, Inc., ReXceptor Inc.","Amyloid-Related, Unknown",Small Molecule,Cutaneous T-cell Lymphoma in US,?fda_statuses[]=182&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
bezisterim,Bezisterim,https://www.alzforum.org/therapeutics/bezisterim,"NE3107, HE3286","Alzheimer's Disease (Phase 3), Parkinson's Disease (Phase 1/2)",BioVie Pharma,"Inflammation, Other",Small Molecule,,?fda_statuses[]=33251&target_types[]=173 | ?fda_statuses[]=183&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=33251&target_types[]=175 | ?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=166 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
bi-1181181,BI 1181181,https://www.alzforum.org/therapeutics/bi-1181181,"VTP 37948, BACE inhibitor",Alzheimer's Disease (Discontinued),"Boehringer Ingelheim, Vitae Pharmaceuticals",Amyloid-Related,Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
bi-409306,BI 409306,https://www.alzforum.org/therapeutics/bi-409306,SUB 166499,"Alzheimer's Disease (Discontinued), Schizophrenia (Phase 2)",Boehringer Ingelheim,"Other Neurotransmitters, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=176 | ?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
bifidobacterium-breve-a1,Bifidobacterium breve A1,https://www.alzforum.org/therapeutics/bifidobacterium-breve-a1,"MCC1274, B. breve",Mild Cognitive Impairment (Phase 2),"Morinaga Milk Industry Co., Ltd",Other,"Supplement, Dietary",,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=163 | ?therapy_types[]=163
biib076,BIIB076,https://www.alzforum.org/therapeutics/biib076,"NI-105, 6C5 huIgG1/l",Alzheimer's Disease (Discontinued),"Biogen, Eisai Co., Ltd., Neurimmune",Tau,Immunotherapy (passive),,?fda_statuses[]=189&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
biib078,BIIB078,https://www.alzforum.org/therapeutics/biib078,"BIIB-078, IONIS-C9Rx",Amyotrophic Lateral Sclerosis (Discontinued),"Biogen, IONIS Pharmaceuticals",Other,DNA/RNA-based,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=164 | ?therapy_types[]=164
biib080,BIIB080,https://www.alzforum.org/therapeutics/biib080,"IONIS-MAPTRx, ISIS 814907",Alzheimer's Disease (Phase 1),"Biogen, IONIS Pharmaceuticals",Tau,DNA/RNA-based,,?fda_statuses[]=181&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=181&therapy_types[]=164 | ?therapy_types[]=164
biib100,BIIB100,https://www.alzforum.org/therapeutics/biib100,KPT-350,Amyotrophic Lateral Sclerosis (Discontinued),Biogen,"Inflammation, Other",Small Molecule,,?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
biib105,BIIB105,https://www.alzforum.org/therapeutics/biib105,ION541,Amyotrophic Lateral Sclerosis (Discontinued),"Biogen, IONIS Pharmaceuticals",Other,DNA/RNA-based,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=164 | ?therapy_types[]=164
biib113,BIIB113,https://www.alzforum.org/therapeutics/biib113,,Alzheimer's Disease (Discontinued),Biogen,Tau,Small Molecule,,?fda_statuses[]=189&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
biib118,BIIB118,https://www.alzforum.org/therapeutics/biib118,PF-05251749,"Alzheimer's Disease (Phase 1), Parkinson's Disease (Phase 1)",Biogen,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
blarcamesine,Blarcamesine,https://www.alzforum.org/therapeutics/blarcamesine,Anavex 2-73,"Alzheimer's Disease (Phase 2/3), Parkinson's Disease Dementia (Phase 2), Parkinson's Disease (Phase 1)",Anavex Life Science Corp.,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=931&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=931&therapy_types[]=166 | ?therapy_types[]=166
bms-986446,BMS-986446,https://www.alzforum.org/therapeutics/bms-986446,PRX005,Alzheimer's Disease (Phase 2),"Bristol-Myers Squibb, Prothena",Tau,Immunotherapy (passive),,?fda_statuses[]=182&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162
bosutinib,Bosutinib,https://www.alzforum.org/therapeutics/bosutinib,"BOSULIF®, PF-5208763, SKI-606","Alzheimer's Disease (Phase 2), Dementia with Lewy Bodies (Phase 2)",Pfizer,Other,Small Molecule,Chronic myeloid leukemia,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
bpn14770,BPN14770,https://www.alzforum.org/therapeutics/bpn14770,,Alzheimer's Disease (Phase 2),"Shionogi Pharma, Tetra Therapeutics","Cholinergic System, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
brexpiprazole,Brexpiprazole,https://www.alzforum.org/therapeutics/brexpiprazole,"Rexulti, OPC 34712","Alzheimer's Disease (Approved), Schizophrenia (Approved)","Lundbeck, Otsuka Pharmaceutical Co., Ltd.",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=184&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=184&therapy_types[]=166 | ?therapy_types[]=166
bryostatin-1,Bryostatin 1,https://www.alzforum.org/therapeutics/bryostatin-1,,Alzheimer's Disease (Phase 2),"Synaptogenix, Inc.",Other,Other,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
bt-267,BT-267,https://www.alzforum.org/therapeutics/bt-267,BT-0267,Parkinson's Disease (Phase 1),Brenig Therapeutics,Other,Small Molecule,,?fda_statuses[]=181&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
buntanetap,Buntanetap,https://www.alzforum.org/therapeutics/buntanetap,"Posiphen, ANVS-401, Posiphen tartrate","Alzheimer's Disease (Phase 2/3), Parkinson's Disease (Phase 3)",Annovis Bio,"Amyloid-Related, alpha-synuclein",Small Molecule,,?fda_statuses[]=931&target_types[]=170 | ?fda_statuses[]=183&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=931&therapy_types[]=166 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
bxcl501,BXCL501,https://www.alzforum.org/therapeutics/bxcl501,"Dexmedetomidine sublingual film, IGALMI™",Alzheimer's Disease (Phase 3),"BioXcel Therapeutics, Inc.",Other,Small Molecule,Acute Agitation in Schizophrenia and Bipolar Disorder,?fda_statuses[]=183&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166
candesartan,Candesartan,https://www.alzforum.org/therapeutics/candesartan,"Atacand, Candesartan cilexetil","Mild Cognitive Impairment (Phase 2), Alzheimer's Disease (Phase 2)","AstraZeneca, Takeda Pharmaceutical Company",Other,Small Molecule,"Hypertension, congestive heart failure",?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
cannabidiol,Cannabidiol,https://www.alzforum.org/therapeutics/cannabidiol,"CBD, Epidiolex",Alzheimer's Disease (Phase 2),,Other Neurotransmitters,Small Molecule,"Seizures in Dravet syndrome, Lennox-Gastaut syndrome or tuberous sclerosis complex",?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
carvedilol,Carvedilol,https://www.alzforum.org/therapeutics/carvedilol,"Coreg, Artist , Aucardic, Dilatrend, Kredex",Alzheimer's Disease (Phase 4),Procter & Gamble,Unknown,Small Molecule,"Hypertension, heart failure, angina pectoris",?fda_statuses[]=851&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=851&therapy_types[]=166 | ?therapy_types[]=166
cdnf,CDNF,https://www.alzforum.org/therapeutics/cdnf,cerebral dopamine neurotrophic factor,Parkinson's Disease (Phase 1/2),"Herantis Pharma Plc, Renishaw plc.",Other,"Procedural Intervention, Other",,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=167 | ?therapy_types[]=167 | ?fda_statuses[]=33251&therapy_types[]=165 | ?therapy_types[]=165
celecoxib,Celecoxib,https://www.alzforum.org/therapeutics/celecoxib,Celebrex,Alzheimer's Disease (Discontinued),Pfizer,Inflammation,Small Molecule,"Pain, Arthritis",?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
ceperognastat,Ceperognastat,https://www.alzforum.org/therapeutics/ceperognastat,LY3372689,Alzheimer's Disease (Discontinued),Eli Lilly & Co.,Tau,Small Molecule,,?fda_statuses[]=189&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
cere-110,CERE-110,https://www.alzforum.org/therapeutics/cere-110,Nerve Growth Factor gene therapy,Alzheimer's Disease (Discontinued),"Sangamo BioSciences, Inc.",Other,DNA/RNA-based,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=164 | ?therapy_types[]=164
cerebrolysin,Cerebrolysin,https://www.alzforum.org/therapeutics/cerebrolysin,,Alzheimer's Disease (Phase 2),Ebewe Pharmaceutical,Other,Other,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?therapy_types[]=167
chf-5074,CHF 5074,https://www.alzforum.org/therapeutics/chf-5074,,"Mild Cognitive Impairment (Phase 2), Alzheimer's Disease (Inactive)","CereSpir™ Incorporated, Chiesi Pharmaceuticals Inc.","Amyloid-Related, Inflammation, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=170 | ?fda_statuses[]=190&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=173 | ?fda_statuses[]=190&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=190&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
cinpanemab,Cinpanemab,https://www.alzforum.org/therapeutics/cinpanemab,"BIIB054, NI-202",Parkinson's Disease (Discontinued),"Biogen, Neurimmune",alpha-synuclein,Immunotherapy (passive),,?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
circadin,Circadin,https://www.alzforum.org/therapeutics/circadin,,Alzheimer's Disease (Phase 2),Neurim Pharmaceuticals Ltd.,Other,Small Molecule,Insomnia,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
citalopram,Citalopram,https://www.alzforum.org/therapeutics/citalopram,"escitalopram, Celexa, Lexapro , Cipralex","Alzheimer's Disease (Phase 3), Preclinical Alzheimer's Disease (Inactive)",,Other Neurotransmitters,Small Molecule,"Depression, generalized anxiety disorder",?fda_statuses[]=183&target_types[]=176 | ?fda_statuses[]=190&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=183&therapy_types[]=166 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
clioquinol,Clioquinol,https://www.alzforum.org/therapeutics/clioquinol,"iodochlorhydroxyquin, PBT-1",Alzheimer's Disease (Discontinued),Prana Biotechnology Limited,"Amyloid-Related, Metals",Small Molecule,,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&target_types[]=174 | ?target_types[]=174 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
cnm-au8,CNM-Au8,https://www.alzforum.org/therapeutics/cnm-au8,Gold nanocrystals,"Parkinson's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 2/3)","Clene Nanomedicine, Inc.","Metals, Other",Other,,?fda_statuses[]=182&target_types[]=174 | ?fda_statuses[]=931&target_types[]=174 | ?target_types[]=174 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=931&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?fda_statuses[]=931&therapy_types[]=167 | ?therapy_types[]=167
cocoa-flavanols,Cocoa Flavanols,https://www.alzforum.org/therapeutics/cocoa-flavanols,,Mild Cognitive Impairment (Not Regulated),,"Inflammation, Other","Supplement, Dietary",,?fda_statuses[]=33161&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=33161&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33161&therapy_types[]=163 | ?therapy_types[]=163
cognishunt%E2%84%A2,COGNIShunt™,https://www.alzforum.org/therapeutics/cognishunt%E2%84%A2,,Alzheimer's Disease (Inactive),,Other,Procedural Intervention,None,?fda_statuses[]=190&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=190&therapy_types[]=165 | ?therapy_types[]=165
continuous-positive-airway-pressure,Continuous Positive Airway Pressure,https://www.alzforum.org/therapeutics/continuous-positive-airway-pressure,CPAP,Alzheimer's Disease (Phase 3),,Unknown,Procedural Intervention,Sleep Apnea in US,?fda_statuses[]=183&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=183&therapy_types[]=165 | ?therapy_types[]=165
coya-302,COYA 302,https://www.alzforum.org/therapeutics/coya-302,IL2 plus Abatacept,"Amyotrophic Lateral Sclerosis (Phase 1), Frontotemporal Dementia (Phase 1)",Coya Therapeutics,Inflammation,"Combination, Other",,?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=36536 | ?therapy_types[]=36536 | ?fda_statuses[]=181&therapy_types[]=167 | ?therapy_types[]=167
cpg-1018r,CpG 1018®,https://www.alzforum.org/therapeutics/cpg-1018r,"CpG oligodeoxynucleotides, CpG ODN",Alzheimer's Disease (Phase 1),Dynavax Technologies,"Amyloid-Related, Inflammation","Immunotherapy (active), DNA/RNA-based",,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=164 | ?therapy_types[]=164 | ?fda_statuses[]=181&therapy_types[]=161 | ?therapy_types[]=161
crenezumab,Crenezumab,https://www.alzforum.org/therapeutics/crenezumab,"MABT5102A , RG7412",Alzheimer's Disease (Discontinued),"AC Immune SA, Genentech, Hoffmann-La Roche",Amyloid-Related,Immunotherapy (passive),None,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
cs6253,CS6253,https://www.alzforum.org/therapeutics/cs6253,"Cogpep™, CS-6253",Alzheimer's Disease (Phase 1),"Artery Therapeutics, Inc.","Amyloid-Related, Cholesterol",Small Molecule,,?fda_statuses[]=181&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=181&target_types[]=171 | ?target_types[]=171 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166
cst-103,CST-103,https://www.alzforum.org/therapeutics/cst-103,Clenbuterol,"Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 2)",,Other Neurotransmitters,Small Molecule,"Asthma, in countries outside the U.S.",?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
cst-2032,CST-2032,https://www.alzforum.org/therapeutics/cst-2032,,"Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2)","CuraSen Therapeutics, Inc.",Other Neurotransmitters,Small Molecule,,?fda_statuses[]=182&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
curcumin,Curcumin,https://www.alzforum.org/therapeutics/curcumin,"diferuloylmethane, Longvida™",Alzheimer's Disease (Phase 2),Verdure Sciences,"Other, Unknown","Supplement, Dietary",None,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=182&therapy_types[]=163 | ?therapy_types[]=163
cx516,CX516,https://www.alzforum.org/therapeutics/cx516,Ampalex,Alzheimer's Disease (Discontinued),"Cortex Pharmaceuticals, Inc.",Other Neurotransmitters,Small Molecule,None,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
cy6463,CY6463,https://www.alzforum.org/therapeutics/cy6463,IW-6463,Alzheimer's Disease (Phase 2),Cyclerion,Inflammation,Small Molecule,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
dapagliflozin,Dapagliflozin,https://www.alzforum.org/therapeutics/dapagliflozin,"Farxiga, Forxiga, BMS 512148",Alzheimer's Disease (Phase 1/2),"AstraZeneca, Bristol-Myers Squibb",Other,Small Molecule,,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=166 | ?therapy_types[]=166
dapsone,Dapsone,https://www.alzforum.org/therapeutics/dapsone,"Avlosulfon, Diaminodiphenylsulfone, DDS",Alzheimer's Disease (Inactive),Immune Network Ltd.,Other,Small Molecule,"Leprosy, malaria, some bacterial skin infections",?fda_statuses[]=190&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
dasatinib-quercetin,Dasatinib + Quercetin,https://www.alzforum.org/therapeutics/dasatinib-quercetin,,Alzheimer's Disease (Phase 1/2),,"Tau, Other","Combination, Small Molecule, Supplement, Dietary",,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=33251&therapy_types[]=36536 | ?therapy_types[]=36536 | ?fda_statuses[]=33251&therapy_types[]=166 | ?therapy_types[]=166 | ?fda_statuses[]=33251&therapy_types[]=163 | ?therapy_types[]=163
davunetide,Davunetide,https://www.alzforum.org/therapeutics/davunetide,"NAP, AL-108","Mild Cognitive Impairment (Inactive), Progressive Supranuclear Palsy (Inactive), Schizophrenia (Inactive), Frontotemporal Dementia (Inactive), Autism Spectrum Disorder (Phase 3)","Allon Therapeutics Inc., Exonavis Therapeutics Ltd., Paladin Labs Inc.",Tau,Other,,?fda_statuses[]=183&target_types[]=177 | ?fda_statuses[]=190&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=183&therapy_types[]=167 | ?fda_statuses[]=190&therapy_types[]=167 | ?therapy_types[]=167
dayvigo,Dayvigo,https://www.alzforum.org/therapeutics/dayvigo,"Lemborexant, E2006",Alzheimer's Disease (Phase 2),"Eisai Co., Ltd.",Other,Small Molecule,Insomnia,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
deep-brain-stimulation-fornix,Deep Brain Stimulation-fornix,https://www.alzforum.org/therapeutics/deep-brain-stimulation-fornix,DBS-f,Alzheimer's Disease (Phase 3),Functional Neuromodulation Ltd,Unknown,Procedural Intervention,,?fda_statuses[]=183&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=183&therapy_types[]=165 | ?therapy_types[]=165
deep-brain-stimulation-nucleus-basalis-meynert,Deep Brain Stimulation-nucleus basalis of Meynert,https://www.alzforum.org/therapeutics/deep-brain-stimulation-nucleus-basalis-meynert,DBS-nbM,Alzheimer's Disease (Phase 2),,"Cholinergic System, Other",Procedural Intervention,,?fda_statuses[]=182&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=165 | ?therapy_types[]=165
deferiprone,Deferiprone,https://www.alzforum.org/therapeutics/deferiprone,Ferriprox,"Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2/3), Amyotrophic Lateral Sclerosis (Phase 2/3)","Apotex Inc., Chiesi Pharmaceuticals Inc.",Metals,Small Molecule,Iron overload due to thalassemia syndromes,?fda_statuses[]=182&target_types[]=174 | ?fda_statuses[]=931&target_types[]=174 | ?target_types[]=174 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=931&therapy_types[]=166 | ?therapy_types[]=166
dexpramipexole,Dexpramipexole,https://www.alzforum.org/therapeutics/dexpramipexole,"R-pramipexole, RPPX, KNS-760704 , BIIB 050","Alzheimer's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Discontinued)","Biogen, Knopp Biosciences LLC, Virginia Commonwealth University","Other Neurotransmitters, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&target_types[]=176 | ?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
dimebon,Dimebon,https://www.alzforum.org/therapeutics/dimebon,"Dimebolin, Latrepirdine, Pf-01913539","Alzheimer's Disease (Discontinued), Huntington's Disease (Discontinued)","Medivation, Inc.","Other Neurotransmitters, Unknown",Small Molecule,Anti-histamine use in Russia,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
dipraglurant,Dipraglurant,https://www.alzforum.org/therapeutics/dipraglurant,ADX48621,Parkinson's Disease (Discontinued),Addex Therapeutics,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=189&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
dnl151,DNL151,https://www.alzforum.org/therapeutics/dnl151,BIIB122,Parkinson's Disease (Phase 2),"Biogen, Denali Therapeutics Inc.","Inflammation, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166
dnl201,DNL201,https://www.alzforum.org/therapeutics/dnl201,,Parkinson's Disease (Inactive),"Biogen, Denali Therapeutics Inc.","Inflammation, Other",Small Molecule,,?fda_statuses[]=190&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=190&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
dnl343,DNL343,https://www.alzforum.org/therapeutics/dnl343,,Amyotrophic Lateral Sclerosis (Discontinued),Denali Therapeutics Inc.,Other,Small Molecule,,?fda_statuses[]=189&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
dnl593,DNL593,https://www.alzforum.org/therapeutics/dnl593,"PTV:PGRN, TAK-594",Frontotemporal Dementia (Phase 1/2),"Denali Therapeutics Inc., Takeda Pharmaceutical Company",Other,Other,,?fda_statuses[]=33251&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33251&therapy_types[]=167 | ?therapy_types[]=167
dnl747,DNL747,https://www.alzforum.org/therapeutics/dnl747,SAR443060,"Alzheimer's Disease (Inactive), Amyotrophic Lateral Sclerosis (Inactive)","Denali Therapeutics Inc., Sanofi",Inflammation,Small Molecule,,?fda_statuses[]=190&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166
dnl788,DNL788,https://www.alzforum.org/therapeutics/dnl788,"SAR443820, oditrasertib",Amyotrophic Lateral Sclerosis (Discontinued),"Denali Therapeutics Inc., Sanofi",Inflammation,Small Molecule,,?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166
dnl919,DNL919,https://www.alzforum.org/therapeutics/dnl919,"TAK-920, ATV:TREM2",Alzheimer's Disease (Discontinued),"Denali Therapeutics Inc., Takeda Pharmaceutical Company","Amyloid-Related, Inflammation",Immunotherapy (passive),,?fda_statuses[]=189&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=162 | ?therapy_types[]=162
docosahexaenoic-acid-dha,Docosahexaenoic acid (DHA),https://www.alzforum.org/therapeutics/docosahexaenoic-acid-dha,Omega-3 fatty acid,Alzheimer's Disease (Phase 4),"Martek Biosciences Corporation, NeuroBioPharm, Inc.",Other,"Supplement, Dietary",,?fda_statuses[]=851&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=851&therapy_types[]=163 | ?therapy_types[]=163
