search_id,search_name,search_url,therapeutic_id,therapeutic_name,therapeutic_url,synonyms,fda_status,company,target_type,therapy_type,approved_for
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,alzt-op1,ALZT-OP1,https://www.alzforum.org/therapeutics/alzt-op1,"Cromolyn sodium, Intal, Ibuprofen",Alzheimer's Disease (Phase 3),"AZTherapies, Inc.","Amyloid-Related, Inflammation","Combination, Small Molecule",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,anx005,ANX005,https://www.alzforum.org/therapeutics/anx005,,Amyotrophic Lateral Sclerosis (Phase 2),"Annexon, Inc.","Inflammation, Other",Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,aqneursa,AQNEURSA,https://www.alzforum.org/therapeutics/aqneursa,"N-acetyl-L-leucine, NALL, IB1001, levacetylleucine","Niemann-Pick Diseases (Approved), Ataxia (Phase 3), Lysosomal Storage Diseases, Nervous System (Phase 2)",IntraBio,"Inflammation, Other",Small Molecule,Neurological symptoms of Niemann-Pick Disease Type C
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,azeliragon,Azeliragon,https://www.alzforum.org/therapeutics/azeliragon,"PF-04494700, TTP488",Alzheimer's Disease (Discontinued),"Pfizer, TransTech Pharma, Inc., vTv Therapeutics LLC","Amyloid-Related, Inflammation",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,baricitinib,Baricitinib,https://www.alzforum.org/therapeutics/baricitinib,"Olumiant®, NCB28050, LY3009104","Alzheimer's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 1)",Eli Lilly & Co.,Inflammation,Small Molecule,"Rheumatoid arthritis, Eczema (Europe, Japan only)"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,benfotiamine,Benfotiamine,https://www.alzforum.org/therapeutics/benfotiamine,"S-benzoylthiamine-O-monophosphate, Vitamin B1, Thiamine",Alzheimer's Disease (Phase 2),,"Inflammation, Other","Supplement, Dietary",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,bezisterim,Bezisterim,https://www.alzforum.org/therapeutics/bezisterim,"NE3107, HE3286","Alzheimer's Disease (Phase 3), Parkinson's Disease (Phase 1/2)",BioVie Pharma,"Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,biib100,BIIB100,https://www.alzforum.org/therapeutics/biib100,KPT-350,Amyotrophic Lateral Sclerosis (Discontinued),Biogen,"Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,celecoxib,Celecoxib,https://www.alzforum.org/therapeutics/celecoxib,Celebrex,Alzheimer's Disease (Discontinued),Pfizer,Inflammation,Small Molecule,"Pain, Arthritis"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,chf-5074,CHF 5074,https://www.alzforum.org/therapeutics/chf-5074,,"Mild Cognitive Impairment (Phase 2), Alzheimer's Disease (Inactive)","CereSpir™ Incorporated, Chiesi Pharmaceuticals Inc.","Amyloid-Related, Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,cocoa-flavanols,Cocoa Flavanols,https://www.alzforum.org/therapeutics/cocoa-flavanols,,Mild Cognitive Impairment (Not Regulated),,"Inflammation, Other","Supplement, Dietary",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,coya-302,COYA 302,https://www.alzforum.org/therapeutics/coya-302,IL2 plus Abatacept,"Amyotrophic Lateral Sclerosis (Phase 1), Frontotemporal Dementia (Phase 1)",Coya Therapeutics,Inflammation,"Combination, Other",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,cpg-1018r,CpG 1018®,https://www.alzforum.org/therapeutics/cpg-1018r,"CpG oligodeoxynucleotides, CpG ODN",Alzheimer's Disease (Phase 1),Dynavax Technologies,"Amyloid-Related, Inflammation","Immunotherapy (active), DNA/RNA-based",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,cy6463,CY6463,https://www.alzforum.org/therapeutics/cy6463,IW-6463,Alzheimer's Disease (Phase 2),Cyclerion,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,dnl151,DNL151,https://www.alzforum.org/therapeutics/dnl151,BIIB122,Parkinson's Disease (Phase 2),"Biogen, Denali Therapeutics Inc.","Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,dnl201,DNL201,https://www.alzforum.org/therapeutics/dnl201,,Parkinson's Disease (Inactive),"Biogen, Denali Therapeutics Inc.","Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,dnl747,DNL747,https://www.alzforum.org/therapeutics/dnl747,SAR443060,"Alzheimer's Disease (Inactive), Amyotrophic Lateral Sclerosis (Inactive)","Denali Therapeutics Inc., Sanofi",Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,dnl788,DNL788,https://www.alzforum.org/therapeutics/dnl788,"SAR443820, oditrasertib",Amyotrophic Lateral Sclerosis (Discontinued),"Denali Therapeutics Inc., Sanofi",Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,dnl919,DNL919,https://www.alzforum.org/therapeutics/dnl919,"TAK-920, ATV:TREM2",Alzheimer's Disease (Discontinued),"Denali Therapeutics Inc., Takeda Pharmaceutical Company","Amyloid-Related, Inflammation",Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,edicotinib,Edicotinib,https://www.alzforum.org/therapeutics/edicotinib,"JNJ-40346527, JNJ-527, PRV-6527",Alzheimer's Disease (Phase 1),Janssen,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,emtricitabine,Emtricitabine,https://www.alzforum.org/therapeutics/emtricitabine,,Alzheimer's Disease (Phase 1),"Gilead Sciences, Inc.",Inflammation,"Small Molecule, DNA/RNA-based","HIV infection, Hepatitis B infection"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,epigallocatechin-gallate-egcg,Epigallocatechin Gallate (EGCG),https://www.alzforum.org/therapeutics/epigallocatechin-gallate-egcg,Sunphenon EGCg,"Alzheimer's Disease (Phase 2/3), Down's Syndrome (Phase 2), Multiple System Atrophy (Phase 3)",Taiyo International,"Amyloid-Related, Inflammation, Other","Supplement, Dietary",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,etanercept,Etanercept,https://www.alzforum.org/therapeutics/etanercept,Enbrel™,Alzheimer's Disease (Phase 2),"Amgen, Inc., Pfizer",Inflammation,Immunotherapy (passive),"Rheumatoid Arthritis, Psoriatic Arthritis, Ankylosing Spondilysis"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,ezeprogind,Ezeprogind,https://www.alzforum.org/therapeutics/ezeprogind,"AZP2006 , AZP-2006",Progressive Supranuclear Palsy (Phase 2),AlzProtect,"Tau, Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,foralumab,Foralumab,https://www.alzforum.org/therapeutics/foralumab,"TZLS-401, NI-0401, 28F11-AE","Alzheimer's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 2)",Tiziana Life Sciences,Inflammation,Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,gammagardr,Gammagard®,https://www.alzforum.org/therapeutics/gammagardr,"Intravenous Immunoglobulin, IVIg",Alzheimer's Disease (Discontinued),Baxter Healthcare,"Amyloid-Related, Inflammation",Immunotherapy (passive),Immunodeficiency conditions
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,gamunex,Gamunex,https://www.alzforum.org/therapeutics/gamunex,"Intravenous Immunoglobulin, Human Albumin Combined With Flebogamma",Alzheimer's Disease (Phase 2/3),Grifols Biologicals Inc.,"Amyloid-Related, Inflammation","Combination, Immunotherapy (passive)","Immunodeficiency, chronic inflammatory demyelinating neuropathy"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,gc021109,GC021109,https://www.alzforum.org/therapeutics/gc021109,,Alzheimer's Disease (Phase 1),GliaCure,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,grf6019,GRF6019,https://www.alzforum.org/therapeutics/grf6019,,Alzheimer's Disease (Phase 2),"Alkahest, Inc., Grifols Biologicals Inc.","Inflammation, Other, Unknown",Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,grf6021,GRF6021,https://www.alzforum.org/therapeutics/grf6021,AKST/GRF6021,Parkinson's Disease Dementia (Phase 2),"Alkahest, Inc., Grifols Biologicals Inc.","Inflammation, Other, Unknown",Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,gv-971,GV-971,https://www.alzforum.org/therapeutics/gv-971,"sodium oligomannate, sodium oligo-mannurarate",Alzheimer's Disease (Inactive),Shanghai Green Valley Pharmaceuticals,"Amyloid-Related, Inflammation",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,hf0220,HF0220,https://www.alzforum.org/therapeutics/hf0220,,Alzheimer's Disease (Discontinued),Newron,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,ibc-ab002,IBC-Ab002,https://www.alzforum.org/therapeutics/ibc-ab002,,Alzheimer's Disease (Phase 1),ImmunoBrain Checkpoint,"Amyloid-Related, Inflammation, Other",Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,ibuprofen,Ibuprofen,https://www.alzforum.org/therapeutics/ibuprofen,"Advil™, Nuprin™ , Motrin™",Alzheimer's Disease (Discontinued),,"Amyloid-Related, Inflammation",Small Molecule,Pain and Fever
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,inzomelid,Inzomelid,https://www.alzforum.org/therapeutics/inzomelid,"Emlenoflast, IZD174, MCC-7840","Alzheimer's Disease (Discontinued), Parkinson's Disease (Discontinued)","Hoffmann-La Roche, Inflazome Ltd.",Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,ion859,ION859,https://www.alzforum.org/therapeutics/ion859,"BIIB094, IONIS-BIIB7Rx",Parkinson's Disease (Discontinued),"Biogen, IONIS Pharmaceuticals","Inflammation, Other",DNA/RNA-based,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,lamivudine,Lamivudine,https://www.alzforum.org/therapeutics/lamivudine,"3TC, Epivir",Alzheimer's Disease (Phase 2),ViiV Healthcare,Inflammation,DNA/RNA-based,"HIV infection, Hepatitis B infection"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,lenalidomide,Lenalidomide,https://www.alzforum.org/therapeutics/lenalidomide,Revlimid,Alzheimer's Disease (Phase 2),Celgene Corporation,"Amyloid-Related, Inflammation",Small Molecule,"Multiple myeloma, lymphoma, myelodysplastic syndromes"
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,lomecel-b,Lomecel-B,https://www.alzforum.org/therapeutics/lomecel-b,mesenchymal stem cells,Alzheimer's Disease (Phase 2),Longeveron,"Inflammation, Other",Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,lornoxicam,Lornoxicam,https://www.alzforum.org/therapeutics/lornoxicam,,"Alzheimer's Disease (Discontinued), Mild Cognitive Impairment (Discontinued)",JSW Lifesciences,Inflammation,Small Molecule,Pain in US
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,low-dose-interleukin-2,Low Dose Interleukin-2,https://www.alzforum.org/therapeutics/low-dose-interleukin-2,"COYA 301, Aldesleukin, Proleukin, ld IL-2","Alzheimer's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 3)",Coya Therapeutics,Inflammation,Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,montelukast,Montelukast,https://www.alzforum.org/therapeutics/montelukast,"Singulair, MK0476","Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2)",Intelgenx,Inflammation,Small Molecule,Asthma
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,mw150-0,MW150,https://www.alzforum.org/therapeutics/mw150-0,MW01-18-150SRM,Alzheimer's Disease (Phase 2),Neurokine Therapeutics,"Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,mw151,MW151,https://www.alzforum.org/therapeutics/mw151,"MW01-2-151SRM, Minozac, MW01-2-151WH, compound 17",Alzheimer's Disease (Phase 1),"ImmunoChem Therapeutics, LLC",Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,naproxen,Naproxen,https://www.alzforum.org/therapeutics/naproxen,"Aleve™, Anaprox™, Naprosyn™",Alzheimer's Disease (Discontinued),Procter & Gamble,Inflammation,Small Molecule,"Over-the-counter drug for reduction of pain, fever, inflammation, and stiffness."
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,neflamapimod,Neflamapimod,https://www.alzforum.org/therapeutics/neflamapimod,VX-745,"Alzheimer's Disease (Phase 2), Dementia with Lewy Bodies (Phase 2), Huntington's Disease (Discontinued)","CervoMed, Inc.",Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,neu-411,NEU-411,https://www.alzforum.org/therapeutics/neu-411,,Parkinson's Disease (Phase 2),Neuron23,"Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,npt520-34,NPT520-34,https://www.alzforum.org/therapeutics/npt520-34,,"Amyotrophic Lateral Sclerosis (Phase 1), Parkinson's Disease (Phase 1)","Neuropore Therapies, Inc.","alpha-synuclein, Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,nt-0796,NT-0796,https://www.alzforum.org/therapeutics/nt-0796,"Propan-2-yl (2R)-2-{[(1,2,3,5,6,7-Hexahydro-s-indacen-4-yl)- carbamoyl]oxy}-3-(pyrimidin-2-yl)propanoate",Parkinson's Disease (Phase 1/2),NodThera,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,ntrx-07,NTRX-07,https://www.alzforum.org/therapeutics/ntrx-07,MDA7,Alzheimer's Disease (Phase 1),"NeuroTherapia, Inc.","Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,octagam%C2%AE,Octagam®10%,https://www.alzforum.org/therapeutics/octagam%C2%AE,"Intravenous Immunoglobulin, NewGam","Alzheimer's Disease (Inactive), Mild Cognitive Impairment (Inactive)",Octapharma,"Amyloid-Related, Inflammation",Immunotherapy (passive),Immunodeficiency disorders
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,pepinemab,Pepinemab,https://www.alzforum.org/therapeutics/pepinemab,"VX15, VX15/2503","Alzheimer's Disease (Phase 1/2), Huntington's Disease (Phase 2)","Vaccinex, Inc.",Inflammation,Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,photobiomodulation,PhotoBioModulation,https://www.alzforum.org/therapeutics/photobiomodulation,"Low level light therapy, Low level laser therapy, Cold laser therapy, Transcranial infrared brain stimulation, Transcranial photobiomodulation, Transcranial near-infrared laser therapy (NILT), Transcranial low-level light therapy","Alzheimer's Disease (Not Regulated), Mild Cognitive Impairment (Not Regulated), Parkinson's Disease (Not Regulated)",,"Inflammation, Unknown",Procedural Intervention,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,pioglitazone,Pioglitazone,https://www.alzforum.org/therapeutics/pioglitazone,"AD4833, Actos®, Glustin™, Piozone®",Mild Cognitive Impairment (Phase 3),"Takeda Pharmaceutical Company, Zinfandel Pharmaceuticals Inc.","Inflammation, Other",Small Molecule,Type 2 diabetes mellitus
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,prednisone,Prednisone,https://www.alzforum.org/therapeutics/prednisone,,Alzheimer's Disease (Discontinued),,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,primec,PrimeC,https://www.alzforum.org/therapeutics/primec,Ciprofloxacin and Celecoxib,Alzheimer's Disease (Phase 2),NeuroSense Therapeutics,"Inflammation, Metals, Other",Combination,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,protollin,Protollin,https://www.alzforum.org/therapeutics/protollin,,Alzheimer's Disease (Phase 1),"I-MAB Biopharma Co., Ltd., Jiangsu Nhwa Pharmaceutical Co., Ltd",Inflammation,Immunotherapy (active),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,rns60,RNS60,https://www.alzforum.org/therapeutics/rns60,oxygen nanobubbles,Amyotrophic Lateral Sclerosis (Phase 2),Revalesio Corporation,"Inflammation, Other",Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,rofecoxib,Rofecoxib,https://www.alzforum.org/therapeutics/rofecoxib,Vioxx™,Alzheimer's Disease (Discontinued),Merck,Inflammation,Small Molecule,Withdrawn from market
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,sargramostim,Sargramostim,https://www.alzforum.org/therapeutics/sargramostim,"GM-CSF Leukine , Leukine®","Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 1)","Genzyme, Partner Therapeutics, Inc., Sanofi","Inflammation, Other, Unknown",Other,Bone Marrow Stimulation
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,selnoflast,Selnoflast,https://www.alzforum.org/therapeutics/selnoflast,"RO7486967, RG-6418, IZD-334, somalix",Parkinson's Disease (Phase 1),"Hoffmann-La Roche, Inflazome Ltd.",Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,sensory-stimulation-systems,Sensory Stimulation Systems,https://www.alzforum.org/therapeutics/sensory-stimulation-systems,"GENUS, Gamma entrainment using sensory stimuli, GammaSense Stimulation","Alzheimer's Disease (Phase 3), Parkinson's Disease (Not Regulated), Down's Syndrome (Not Regulated)","Cognito Therapeutics, Inc.","Amyloid-Related, Inflammation, Other","Combination, Procedural Intervention",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,snp318,SNP318,https://www.alzforum.org/therapeutics/snp318,,Alzheimer's Disease (Phase 1),SciNeuro Pharmaceuticals,Inflammation,Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,tb006,TB006,https://www.alzforum.org/therapeutics/tb006,,Alzheimer's Disease (Phase 1),"TrueBinding, Inc.",Inflammation,Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,thalidomide,Thalidomide,https://www.alzforum.org/therapeutics/thalidomide,Thalomid®,Alzheimer's Disease (Discontinued),Celgene Corporation,"Amyloid-Related, Inflammation",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,thn391,THN391,https://www.alzforum.org/therapeutics/thn391,,Alzheimer's Disease (Phase 1),"Therini Bio®, Inc.",Inflammation,Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,tpn-101,TPN-101,https://www.alzforum.org/therapeutics/tpn-101,"OBP-601, BMS-986001, censavudine, festinavir, 4'-ethynyl stavudine, 4'-ethynyl-d4T","ALS-FTD (Phase 2), Progressive Supranuclear Palsy (Phase 2)",Transposon Therapeutics,Inflammation,"Small Molecule, DNA/RNA-based",
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,troculeucel,Troculeucel,https://www.alzforum.org/therapeutics/troculeucel,SNK01,Alzheimer's Disease (Phase 2),"NKGen Biotech, Inc.","Amyloid-Related, Inflammation",Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,varoglutamstat,Varoglutamstat,https://www.alzforum.org/therapeutics/varoglutamstat,PQ912,Alzheimer's Disease (Discontinued),"Probiodrug AG, Vivoryon Therapeutics N.V.","Amyloid-Related, Inflammation",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,verdiperstat,Verdiperstat,https://www.alzforum.org/therapeutics/verdiperstat,"AZD3241, BHV-3241","Motor Neuron Disease (Discontinued), Multiple System Atrophy (Discontinued), Primary Progressive Aphasia (Phase 1)","AstraZeneca, Biohaven Pharmaceuticals","Inflammation, Other",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,vg-3927,VG-3927,https://www.alzforum.org/therapeutics/vg-3927,,Alzheimer's Disease (Phase 1),"Vigil Neuroscience, Inc.","Amyloid-Related, Inflammation",Small Molecule,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,vgl101,VGL101,https://www.alzforum.org/therapeutics/vgl101,Iluzanebart,Adult-onset Leukoencephalopathy with Axonal Spheroids and Pigmented Glia (Discontinued),"Vigil Neuroscience, Inc.","Inflammation, Other",Immunotherapy (passive),
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,xpro1595,XPro1595,https://www.alzforum.org/therapeutics/xpro1595,"Pegipanermin, INB03, NeuLiv, XENP1595, DN-TNF, XENP345, XPro™ , LIVNate","Alzheimer's Disease (Phase 2), Mild Cognitive Impairment (Phase 2)",INmune Bio Inc.,Inflammation,Other,
?target_types[]=173,59,https://www.alzforum.org/therapeutics/search/?target_types[]=173,young-plasma,Young Plasma,https://www.alzforum.org/therapeutics/young-plasma,,"Progressive Supranuclear Palsy (Inactive), Alzheimer's Disease (Inactive)","Alkahest, Inc., Grifols Biologicals Inc.","Inflammation, Other, Unknown",Other,
?fda_statuses[]=182&target_types[]=174,2,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=182&target_types[]=174,cnm-au8,CNM-Au8,https://www.alzforum.org/therapeutics/cnm-au8,Gold nanocrystals,"Parkinson's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 2/3)","Clene Nanomedicine, Inc.","Metals, Other",Other,
?fda_statuses[]=182&target_types[]=174,2,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=182&target_types[]=174,deferiprone,Deferiprone,https://www.alzforum.org/therapeutics/deferiprone,Ferriprox,"Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2/3), Amyotrophic Lateral Sclerosis (Phase 2/3)","Apotex Inc., Chiesi Pharmaceuticals Inc.",Metals,Small Molecule,Iron overload due to thalassemia syndromes
?fda_statuses[]=182&target_types[]=174,2,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=182&target_types[]=174,lithium,Lithium,https://www.alzforum.org/therapeutics/lithium,"lithium carbonate, lithium aspartate, lithium citrate, lithium orotate","Alzheimer's Disease (Phase 4), Amyotrophic Lateral Sclerosis (Phase 3), Frontotemporal Dementia (Inactive), Mild Cognitive Impairment (Phase 4), Parkinson's Disease (Phase 2)",,"Amyloid-Related, Tau, Metals, Other",Other,Bipolar disorder
?fda_statuses[]=182&target_types[]=174,2,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=182&target_types[]=174,primec,PrimeC,https://www.alzforum.org/therapeutics/primec,Ciprofloxacin and Celecoxib,Alzheimer's Disease (Phase 2),NeuroSense Therapeutics,"Inflammation, Metals, Other",Combination,
?fda_statuses[]=931&target_types[]=174,0,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=931&target_types[]=174,cnm-au8,CNM-Au8,https://www.alzforum.org/therapeutics/cnm-au8,Gold nanocrystals,"Parkinson's Disease (Phase 2), Amyotrophic Lateral Sclerosis (Phase 2/3)","Clene Nanomedicine, Inc.","Metals, Other",Other,
?fda_statuses[]=931&target_types[]=174,0,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=931&target_types[]=174,deferiprone,Deferiprone,https://www.alzforum.org/therapeutics/deferiprone,Ferriprox,"Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2/3), Amyotrophic Lateral Sclerosis (Phase 2/3)","Apotex Inc., Chiesi Pharmaceuticals Inc.",Metals,Small Molecule,Iron overload due to thalassemia syndromes
?fda_statuses[]=183&target_types[]=174,0,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=183&target_types[]=174,lithium,Lithium,https://www.alzforum.org/therapeutics/lithium,"lithium carbonate, lithium aspartate, lithium citrate, lithium orotate","Alzheimer's Disease (Phase 4), Amyotrophic Lateral Sclerosis (Phase 3), Frontotemporal Dementia (Inactive), Mild Cognitive Impairment (Phase 4), Parkinson's Disease (Phase 2)",,"Amyloid-Related, Tau, Metals, Other",Other,Bipolar disorder
?fda_statuses[]=851&target_types[]=174,1,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=851&target_types[]=174,lithium,Lithium,https://www.alzforum.org/therapeutics/lithium,"lithium carbonate, lithium aspartate, lithium citrate, lithium orotate","Alzheimer's Disease (Phase 4), Amyotrophic Lateral Sclerosis (Phase 3), Frontotemporal Dementia (Inactive), Mild Cognitive Impairment (Phase 4), Parkinson's Disease (Phase 2)",,"Amyloid-Related, Tau, Metals, Other",Other,Bipolar disorder
?fda_statuses[]=190&target_types[]=174,1,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=190&target_types[]=174,lithium,Lithium,https://www.alzforum.org/therapeutics/lithium,"lithium carbonate, lithium aspartate, lithium citrate, lithium orotate","Alzheimer's Disease (Phase 4), Amyotrophic Lateral Sclerosis (Phase 3), Frontotemporal Dementia (Inactive), Mild Cognitive Impairment (Phase 4), Parkinson's Disease (Phase 2)",,"Amyloid-Related, Tau, Metals, Other",Other,Bipolar disorder
?fda_statuses[]=190&target_types[]=174,1,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=190&target_types[]=174,pbt2,PBT2,https://www.alzforum.org/therapeutics/pbt2,PBT-2,"Alzheimer's Disease (Inactive), Huntington's Disease (Inactive)",Alterity Therapeutics,"Amyloid-Related, Metals",Small Molecule,
?fda_statuses[]=189&target_types[]=174,1,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=189&target_types[]=174,clioquinol,Clioquinol,https://www.alzforum.org/therapeutics/clioquinol,"iodochlorhydroxyquin, PBT-1",Alzheimer's Disease (Discontinued),Prana Biotechnology Limited,"Amyloid-Related, Metals",Small Molecule,
?fda_statuses[]=189&target_types[]=174,1,https://www.alzforum.org/therapeutics/search/?fda_statuses[]=189&target_types[]=174,nimodipine,Nimodipine,https://www.alzforum.org/therapeutics/nimodipine,Nimotop,Frontotemporal Dementia (Discontinued),Bayer,Metals,Small Molecule,Subarachnoid hemorrhage
?target_types[]=174,5,https://www.alzforum.org/therapeutics/search/?target_types[]=174,clioquinol,Clioquinol,https://www.alzforum.org/therapeutics/clioquinol,"iodochlorhydroxyquin, PBT-1",Alzheimer's Disease (Discontinued),Prana Biotechnology Limited,"Amyloid-Related, Metals",Small Molecule,
