therapeutic_id,name,url,synonyms,fda_statuses,companies,target_types,therapy_types,approved_for,source_search_ids,page_title,detail_name,detail_synonyms,detail_therapy_type,detail_target_type,detail_conditions,detail_fda_status,detail_company,detail_approved_for,mechanism_summary,mechanism_raw,overview_raw,status_overall,trial_phase_max,has_phase3,trial_count_timeline,last_updated,detail_url
mk-2214,MK-2214,https://www.alzforum.org/therapeutics/mk-2214,,Alzheimer's Disease (Phase 2),Merck,Tau,Immunotherapy (passive),,?fda_statuses[]=182&target_types[]=177 | ?target_types[]=177 | ?fda_statuses[]=182&therapy_types[]=162 | ?therapy_types[]=162,Therapeutics,MK-2214,,Immunotherapy (passive),Tau,Alzheimer's Disease,Alzheimer's Disease (Phase 2),Merck,,"MK-2214 is an anti-tau monoclonal antibody. This is likely an antibody to phosphorylated tau created at Teijin Pharma in Japan, and licensed by Merck in 2017 ( press release ).","Background MK-2214 is an anti-tau monoclonal antibody. This is likely an antibody to phosphorylated tau created at Teijin Pharma in Japan, and licensed by Merck in 2017 ( press release ). Teijin earlier published preclinical work on an anti-pSer413 tau antibody in mouse tauopathy models ( Umeda et al., 2015 ). The antibody recognized pathological tau in AD brain, but not tau in healthy brain. In mice, the antibody improved memory, while reducing hyperphosphorylated tau, tau oligomers, tangle formation, and synapse loss. Merck presented preclinical data on MK-2214 at the July 2025 AAIC. The poster confirmed that MK-2214 recognizes pSer413 tau, an epitope in the C-terminal region of tau. They antibody binds with picomolar affinity to aggregated tau in brain or CSF samples from AD patients. In rats, MK-2214 removed extracellular pSer413 tau from CSF or brain interstitial fluid. It depleted AD brain extracts of tau seeding activity, and bound to pSer413 tau in human CSF. The antibody prevented development of tau pathology in iPSC-derived neurons more potentially than other tau antibodies. It blocked pathology initiated by injection of tau seeds into mouse brain. Due to a specific mutation, the antibody has an extended half-life compared to other IgG antibodies.",Overview Name: MK-2214 Therapy Type: Immunotherapy (passive) (timeline) Target Type: Tau (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Merck,ongoing,2.0,False,1.0,31 Jul 2025,https://www.alzforum.org/therapeutics/mk-2214
mk-7622,MK-7622,https://www.alzforum.org/therapeutics/mk-7622,,Alzheimer's Disease (Discontinued),Merck,Unknown,Small Molecule,,?fda_statuses[]=189&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,MK-7622,,Small Molecule,Unknown,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Merck,,Merck is developing MK-7622 as an add-on therapy to the cholinesterase inhibitor donepezil for the treatment of Alzheimer's disease. No studies have been published on this compound in the peer-reviewed literature or other publicly available documents.,"Background Merck is developing MK-7622 as an add-on therapy to the cholinesterase inhibitor donepezil for the treatment of Alzheimer's disease. No studies have been published on this compound in the peer-reviewed literature or other publicly available documents. Merck has published on its preclinical research in mice and rhesus monkeys of allosteric M1 muscarinic agonists, which would enhance the effect of acetylcholine neurotransmission and could be suitable as adjunct therapy to cholinesterase inhibitors (see Aug 2009 news ; Uslaner et al., 2012 ; Lange et al 2015 ). MK-7622 appears to have grown out of this program.",Overview Name: MK-7622 Therapy Type: Small Molecule (timeline) Target Type: Unknown Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Merck,discontinued,2.0,False,1.0,02 Dec 2016,https://www.alzforum.org/therapeutics/mk-7622
mk-8189,MK-8189,https://www.alzforum.org/therapeutics/mk-8189,,Alzheimer's Disease (Phase 1),Merck,Other Neurotransmitters,Small Molecule,,?fda_statuses[]=181&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,MK-8189,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,Alzheimer's Disease (Phase 1),Merck,,MK-8189 is a selective inhibitor of phosphodiesterase 10A (PDE10A). This enzyme catalyzes the breakdown of second messengers cGMP and cAMP.,"Background MK-8189 is a selective inhibitor of phosphodiesterase 10A (PDE10A). This enzyme catalyzes the breakdown of second messengers cGMP and cAMP. PDE10A is abundantly expressed in the striatum in the human brain, and not in other tissues. Abnormal output from the striatum is implicated in positive schizophrenia symptoms of psychosis, hallucinations and delusions. These symptoms also occur in people with Alzheimer’s disease, and are frequently treated with antipsychotic medications. Preclinical work suggests that PDE10A inhibitors have the potential to alleviate both dopaminergic and glutamatergic dysfunction, which suggests compounds like MK-8189 could have broad-spectrum activity against cognitive impairment in addition to psychosis symptoms ( Grauer et al., 2009 ). Discovered at Merck, MK-8189 was shown to cross the blood-brain barrier in rats, and to achieve complete brain receptor occupancy by PET displacement studies. It was active in a rat model of psychosis, and in the novel object recognition test of memory ( Layton et al., 2023 ).",Overview Name: MK-8189 Therapy Type: Small Molecule (timeline) Target Type: Other Neurotransmitters (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 1) Company: Merck,ongoing,1.0,False,,21 Sep 2023,https://www.alzforum.org/therapeutics/mk-8189
mkc-231,MKC-231,https://www.alzforum.org/therapeutics/mkc-231,,Alzheimer's Disease (Inactive),Mitsubishi Tanabe Pharma,Unknown,Small Molecule,,?fda_statuses[]=190&target_types[]=191 | ?target_types[]=191 | ?fda_statuses[]=190&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,MKC-231,,Small Molecule,Unknown,Alzheimer's Disease,Alzheimer's Disease (Inactive),Mitsubishi Tanabe Pharma,None,"MKC-231 is reported to enhance high-affinity choline uptake (HACU), a rate-limiting step in acetylcholine synthesis ( Takashina et al., 2008 ).","Background MKC-231 is reported to enhance high-affinity choline uptake (HACU), a rate-limiting step in acetylcholine synthesis ( Takashina et al., 2008 ).",Overview Name: MKC-231 Therapy Type: Small Molecule (timeline) Target Type: Unknown Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Inactive) Company: Mitsubishi Tanabe Pharma Approved for: None,unknown,,False,,09 Jan 2014,https://www.alzforum.org/therapeutics/mkc-231
montelukast,Montelukast,https://www.alzforum.org/therapeutics/montelukast,"Singulair, MK0476","Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2)",Intelgenx,Inflammation,Small Molecule,Asthma,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Montelukast,"Singulair, MK0476",Small Molecule,Inflammation,"Alzheimer's Disease, Parkinson's Disease","Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2)",Intelgenx,Asthma,Montelukast is a leukotriene receptor antagonist used to treat asthma and allergy symptoms. Leukotrienes are inflammatory mediators released by white blood cells.,"Background Montelukast is a leukotriene receptor antagonist used to treat asthma and allergy symptoms. Leukotrienes are inflammatory mediators released by white blood cells. Specifically, montelukast inhibits the cysteinyl leukotriene CysLT1 receptor. This blocks the action of leukotriene D4 on this receptor in the lungs and bronchi, reducing swelling of the airways. FDA-approved in 1998, the drug is available in generic form as a chewable tablet. It is widely used in the U.S. and other countries. Common side effects include gastrointestinal disturbances such as diarrhea, nausea, and vomiting. Case reports have also associated montelukast with mental or mood changes that can be serious, including aggression, agitation, anxiety, depression, nightmares and even suicide, especially in adolescents. In 2009, the FDA added a neuropsychiatric adverse event warning to its label. Follow-up research continued the controversy ( Chen et al., 2014 ; Lu et al, 2015 ; Aldea Perona et al., 2016 ; Khalid et al., 2018 ). In 2020, the FDA updated the warning to include serious mental health side effects such as suicidal thoughts or actions, and restricted use to people who cannot tolerate other medicines. Montelukast has drawn interest as a means to target neuroinflammation. Neurons and microglia express leukotriene receptors, and leukotriene D4 is involved in inflammatory processes of aging, Alzheimer’s disease, Parkinson's disease, stroke, multiple sclerosis, epilepsy, and others (reviewed in Ghosh et al., 2016 ). Montelukast was reported to inhibit Aβ42 toxicity in cultured primary neurons, and reduced neurotoxicity and memory impairment in mice that received intracerebral Aβ infusions ( Lai et al., 2014 ; Lai et al., 2014 ). Six weeks of montelukast-fortified chow reportedly boosted neurogenesis, quieted microglia, restored blood-brain-barrier function in old rats and improved their memory to that of young rats ( Oct 2015 news on Marschallinger et al., 2015 ). In transgenic mouse models of amyloidosis, microglia were found to be the main source of leukotrienes in the brain ( Michael et al., 2020 ). In 5XFAD mice, montelukast modulated microglia phenotypes, reduced infiltration of T cells, and improved cognition ( Michael et al., 2021 ). Montelukast reduced brain inflammation in young, but not old, AD mice ( Wu et al., 2025 ). In a mouse model of dementia with Lewy bodies, it lessened α-synuclein load and restored memory ( Marschallinger et al., 2020 ). Montelukast was also reported to broadly reduce neuroinflammation in a rotenone rat model ( Mansour et al., 2018 ). In a 6-hydroxydopamine-induced Parkinson’s disease mouse model, it reduced neurotoxicity, but did not improve motor functions ( Jang et al., 2017 ). An epidemiological study showed people who used montelukast for asthma to be slightly less likely to use dementia medicines in old age, live in nursing homes, or die compared to people on other asthma treatments ( Grinde and Engdahl, 2017 ). A registry study linked montelukast use to preservation of cognitive or neurological function as people aged ( Grinde et al., 2021 ), but another analysis found no relationship between montelukast use and Alzheimer’s disease and related dementias ( Desai et al., 2025 ). High-dose montelukast may be associated with a lower incidence of Parkinson’s disease ( Liu et al., 2023 ).","Overview Name: Montelukast Synonyms: Singulair, MK0476 Chemical Name: (R,E)-2-(1-((1-(3-(2-(7-Chloroquinolin-2-yl)vinyl)phenyl)-3-(2-(2-hydroxypropan-2-yl)phenyl)propylthio)methyl)cyclopropyl)acetic acid Therapy Type: Small Molecule (timeline) Target Type: Inflammation (timeline) Condition(s): Alzheimer's Disease, Parkinson's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2), Parkinson's Disease (Phase 2) Company: Intelgenx Approved for: Asthma",ongoing,2.0,False,,02 Jul 2025,https://www.alzforum.org/therapeutics/montelukast
msdc-0160,MSDC-0160,https://www.alzforum.org/therapeutics/msdc-0160,Mitoglitazone,Alzheimer's Disease (Phase 2),Metabolic Solutions Development Company,Other,Small Molecule,,?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,MSDC-0160,Mitoglitazone,Small Molecule,Other,Alzheimer's Disease,Alzheimer's Disease (Phase 2),Metabolic Solutions Development Company,,,Background,Overview Name: MSDC-0160 Synonyms: Mitoglitazone Therapy Type: Small Molecule (timeline) Target Type: Other (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Metabolic Solutions Development Company,ongoing,2.0,False,,10 Aug 2013,https://www.alzforum.org/therapeutics/msdc-0160
multivitamin-mineral-supplement,Multivitamin-mineral Supplement,https://www.alzforum.org/therapeutics/multivitamin-mineral-supplement,Centrum Silver,Mild Cognitive Impairment (Not Regulated),Pfizer,Other,"Supplement, Dietary",,?fda_statuses[]=33161&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=33161&therapy_types[]=163 | ?therapy_types[]=163,Therapeutics,Multivitamin-mineral Supplement,Centrum Silver,"Supplement, Dietary",Other,Mild Cognitive Impairment,Mild Cognitive Impairment (Not Regulated),Pfizer,,"Multivitamin deficiencies in older adults may increase risk for cognitive decline and dementia ( Littlejohns et al., 2014 ; Mohajeri et al., 2015 ). In the only large, randomized trial completed to date, a daily multivitamin produced no cognitive benefit in nearly 6,000 male physicians followed for 12 years ( Grodstein et al., 2013 ).","Background Multivitamin deficiencies in older adults may increase risk for cognitive decline and dementia ( Littlejohns et al., 2014 ; Mohajeri et al., 2015 ). In the only large, randomized trial completed to date, a daily multivitamin produced no cognitive benefit in nearly 6,000 male physicians followed for 12 years ( Grodstein et al., 2013 ). A smaller study suggested older people and those at risk of nutritional deficiencies might gain from supplementation ( McNeill et al., 2007 ). Multivitamin use in the U.S. increased in the 1980s to 2000s, but since then has declined, both in the general population and in older adults ( Sandoval, 2023 ; Cowan et al., 2023 ). Current studies find approximately 40 percent of older people in the U.S. take multivitamin supplements, with use skewed toward women with higher education levels, frailty, and taking prescription medications ( Fravel et al., 2023 ).","Overview Name: Multivitamin-mineral Supplement Synonyms: Centrum Silver Therapy Type: Supplement, Dietary (timeline) Target Type: Other (timeline) Condition(s): Mild Cognitive Impairment U.S. FDA Status: Mild Cognitive Impairment (Not Regulated) Company: Pfizer",unknown,,False,,03 Jan 2024,https://www.alzforum.org/therapeutics/multivitamin-mineral-supplement
mw150-0,MW150,https://www.alzforum.org/therapeutics/mw150-0,MW01-18-150SRM,Alzheimer's Disease (Phase 2),Neurokine Therapeutics,"Inflammation, Other",Small Molecule,,?fda_statuses[]=182&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=182&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,MW150,MW01-18-150SRM,Small Molecule,"Inflammation, Other",Alzheimer's Disease,Alzheimer's Disease (Phase 2),Neurokine Therapeutics,,"MW150 is a CNS-penetrant, selective inhibitor of the alpha isoform of the mitogen-activated serine/threonine protein kinase p38 MAPK. It is taken by mouth.","Background MW150 is a CNS-penetrant, selective inhibitor of the alpha isoform of the mitogen-activated serine/threonine protein kinase p38 MAPK. It is taken by mouth. p38α MAPK is expressed in microglia and neurons. In microglia, the enzyme stimulates release of pro-inflammatory cytokines such as TNFα and IL-1β in response to a variety of stressors including Aβ42; in neurons, signaling via p38α MAPK has been implicated in tau localization and neuronal plasticity ( Yasuda et al., 2011 ; Bachstetter et al., 2011 ; Corrêa and Eales, 2012 ). In addition, p38α MAPK regulates Ras-related protein Rab5, a key regulator of early endosomes whose role in endolysosomal and synaptic vesicle function has made it a target in neurodegenerative disease drug development ( Germann and Alam, 2020 ). MW150 is one of a series of compounds co-developed by investigators at Northwestern University in Chicago and Columbia University in New York ( Jan 2002 news ; May 2017 conference news ; Jun 2018 conference news ). For MW150, a kinase inhibitor fragment was built out to achieve isoform specificity and brain penetration. In the APP/PS1 mouse model of amyloidosis, treatment from an early age prevented the development of memory deficits, without affecting amyloid plaque accumulation. In APP/PS knock-in mice, treatment of older mice suppressed memory deficits ( Roy et al., 2015 ; Roy et al., 2019 ). MW150 inhibited the release of proinflammatory cytokines from glia, and rescued synaptic dysfunction in the entorhinal cortex of these models ( Zhou et al., 2017 ; Rutigliano et al., 2018 ). In a mouse model of autism spectrum disorder, MW150 normalized poor social behaviors and physiological disturbances stemming from excess serotonin activity ( Robson et al., 2018 ). A related preclinical p38MAPKα inhibitor, MW181, was reported to reduce tau pathology in a mouse model of tauopathy ( Maphis et al., 2016 ).","Overview Name: MW150 Synonyms: MW01-18-150SRM Chemical Name: 6-(4-methylpiperazin-1-yl)-3-naphthalen-2-yl-4-pyridin-4-ylpyridazine Therapy Type: Small Molecule (timeline) Target Type: Inflammation (timeline) , Other (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Neurokine Therapeutics",ongoing,2.0,False,,13 May 2022,https://www.alzforum.org/therapeutics/mw150-0
mw151,MW151,https://www.alzforum.org/therapeutics/mw151,"MW01-2-151SRM, Minozac, MW01-2-151WH, compound 17",Alzheimer's Disease (Phase 1),"ImmunoChem Therapeutics, LLC",Inflammation,Small Molecule,,?fda_statuses[]=181&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=181&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,MW151,"MW01-2-151SRM, Minozac, MW01-2-151WH, compound 17",Small Molecule,Inflammation,Alzheimer's Disease,Alzheimer's Disease (Phase 1),"ImmunoChem Therapeutics, LLC",,"MW151 is an orally available, brain-penetrant, anti-inflammatory compound. Its target is undisclosed.","Background MW151 is an orally available, brain-penetrant, anti-inflammatory compound. Its target is undisclosed. MW151 was discovered by screening and optimizing compounds that inhibit proinflammatory cytokine production in activated glia cells in culture ( Wing et al., 2006 ). MW151 does not block anti-inflammatory cytokines. Neuroinflammation involving glial activation occurs in Alzheimer’s and other neurodegenerative diseases, and contributes to disease pathology and cognitive decline. In preclinical work, MW151 suppressed microglia and astrocyte activation, and upregulation of the inflammatory cytokines IL1β, TNFα, and S100b after oligomeric human Aβ42 infusion into mouse brain. MW151 prevented loss of synaptic proteins and hippocampal-dependent behavioral deficits in the mice ( Hu et al., 2007 ). In an APP/PS1 transgenic mouse model, MW151 treatment early in life reduced subsequent neuroinflammation, preventing losses of synapses and synaptic plasticity. The drug did not affect amyloid plaque load ( Bachstetter et al., 2012 ). MW151 also reduced acute inflammation after traumatic brain injury in the APP/PS1 mice, and improved cognitive outcomes, without lessening Aβ accumulation ( Webster et al., 2015 ). In a mouse model of mixed vascular and amyloid pathology, the compound reduced inflammation and improved markers of hippocampal metabolism; the mice were reported to have shown a trend toward improved memory functions ( Braun et al., 2022 ). MW151 quelled inflammation, prevented seizures, and boosted cognition in models of traumatic brain injury ( Lloyd et al., 2008 ; Bachstetter et al., 2015 ; Bachstetter et al., 2016 ; Chrzaszcz et al., 2010 ), and radiation- or seizure-induced cognitive impairment ( Jenrow et al., 2013 ; Somera-Molina et al., 2009 ). The drug lessened paralysis in a model of multiple sclerosis ( Karpus et al., 2008 ) and enhanced efficacy of gene therapy in a mouse model for a neurodegenerative lysosomal storage disease ( Macauley et al., 2014 ).","Overview Name: MW151 Synonyms: MW01-2-151SRM, Minozac, MW01-2-151WH, compound 17 Chemical Name: 2-(4-(4-methyl-6-phenylpyridazin-3-yl)piperazin-1-yl) pyrimidine Therapy Type: Small Molecule (timeline) Target Type: Inflammation (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 1) Company: ImmunoChem Therapeutics, LLC",ongoing,1.0,False,,18 Sep 2025,https://www.alzforum.org/therapeutics/mw151
na-831,NA-831,https://www.alzforum.org/therapeutics/na-831,Traneurocin,Alzheimer's Disease (Phase 2),"Biomed Industries, NeuroActiva™ Inc.",Cholinergic System,Small Molecule,,?fda_statuses[]=182&target_types[]=172 | ?target_types[]=172 | ?fda_statuses[]=182&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,NA-831,Traneurocin,Small Molecule,Cholinergic System,Alzheimer's Disease,Alzheimer's Disease (Phase 2),"Biomed Industries, NeuroActiva™ Inc.",,"This small molecule is claimed to activate AMPA receptors and increase the production of brain-derived neurotrophic factor in neurons. According to company information, it promotes neurogenesis and cognitive function.","Background This small molecule is claimed to activate AMPA receptors and increase the production of brain-derived neurotrophic factor in neurons. According to company information, it promotes neurogenesis and cognitive function. It is given orally, and is said to cross into the brain. It is being developed to treat Alzheimer’s disease, and also for the treatment and prevention of COVID19. The NA-831 structure has not been disclosed. A patent application suggests it may be a cyclic prolyl glycine peptide or related structure. These molecules are naturally present in the brain, and positively modulate AMPA receptors (e.g. see Gudasheva et al., 2016 ). No preclinical work is published on NA-831.","Overview Name: NA-831 Synonyms: Traneurocin Therapy Type: Small Molecule (timeline) Target Type: Cholinergic System (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Phase 2) Company: Biomed Industries, NeuroActiva™ Inc.",ongoing,2.0,False,,28 Nov 2023,https://www.alzforum.org/therapeutics/na-831
nabilone,Nabilone,https://www.alzforum.org/therapeutics/nabilone,Cesamet,"Alzheimer's Disease (Phase 3), Parkinson's Disease (Phase 2)",Bausch Health Companies Inc.,Other Neurotransmitters,Small Molecule,Nausea associated with cancer chemotherapy (US and other countries); pain spasticity in multiple sclerosis (Canada and other countries).,?fda_statuses[]=182&target_types[]=176 | ?fda_statuses[]=183&target_types[]=176 | ?target_types[]=176 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=183&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Nabilone,Cesamet,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Parkinson's Disease","Alzheimer's Disease (Phase 3), Parkinson's Disease (Phase 2)",Bausch Health Companies Inc.,Nausea associated with cancer chemotherapy (US and other countries); pain spasticity in multiple sclerosis (Canada and other countries).,"Nabilone is a synthetic compound sold by Bausch Health, formerly Valeant Pharmaceuticals. Nabilone is related to delta-9-tetrahydrocannabinol, aka THC, the major psychoactive compound of cannabis.","Background Nabilone is a synthetic compound sold by Bausch Health, formerly Valeant Pharmaceuticals. Nabilone is related to delta-9-tetrahydrocannabinol, aka THC, the major psychoactive compound of cannabis. It is a partial agonist of CB1 and CB2 cannabinoid receptors found in the brain and in peripheral tissues. It is currently being tested to treat agitation in people with advanced AD dementia. Nabilone crosses the blood-brain barrier, and has central actions similar to THC's. In trials, the most frequent side effects were drowsiness, dizziness, dry mouth, and euphoria. This drug has a high abuse potential. It causes mood and memory changes, and even psychosis, in some people (e.g. Udow et al., 2018 ). In a meta-analysis of clinical trials, nabilone was generally safe and well-tolerated in people over 50, but raised concerns because of increased alterations in thinking, as well as dizziness and lightheadedness ( Velayudhan et al., 2021 ; Velayudhan et al., 2021 ; commentary by Fick, 2021 ). For nausea associated with chemotherapy, the dose is 1 to 2 mg, taken in capsule form multiple times a day, up to a total of 6 mg. Because of its psychoactive effects and other adverse effects, it is a second-line treatment, used only when people do not respond to other anti-emetics. The primary interest in nabilone and other cannabinoids (see dronabinol , cannabidiol ) for Alzheimer's disease currently focuses on symptomatic treatment of agitation and aggression. Cannabinoids are mildly sedative and anxiolytic, and may act by reducing neuroinflammation, regulating neurotransmission, and improving sleep and circadian rhythms (reviewed in Outen et al., 2021 ). These compounds also increase appetite and decrease pain, which may benefit people with dementia. There is a large body of preclinical research on cannabinoids’ disease-modifying actions, in particular the role of CB2 receptors on microglia. In short, multiple receptor agonists have been shown to protect against Aβ-induced neural toxicity in AD animal models, by inhibiting inflammation, excitotoxity, mitochondrial dysfunction, oxidative stress, and tau hyperphosphorylation, and facilitating Aβ removal (reviewed by Cristino et al., 2020 ).","Overview Name: Nabilone Synonyms: Cesamet Chemical Name: (±)-trans-3-(1,1-dimethylheptyl)- 6,6a,7,8,10,10a-hexahydro-1-hydroxy-6-6-dimethyl-9H-dibenzo[b,d]pyran-9-one Therapy Type: Small Molecule (timeline) Target Type: Other Neurotransmitters (timeline) Condition(s): Alzheimer's Disease, Parkinson's Disease U.S. FDA Status: Alzheimer's Disease (Phase 3), Parkinson's Disease (Phase 2) Company: Bausch Health Companies Inc. Approved for: Nausea associated with cancer chemotherapy (US and other countries); pain spasticity in multiple sclerosis (Canada and other countries).",ongoing,3.0,True,,11 Mar 2022,https://www.alzforum.org/therapeutics/nabilone
naproxen,Naproxen,https://www.alzforum.org/therapeutics/naproxen,"Aleve™, Anaprox™, Naprosyn™",Alzheimer's Disease (Discontinued),Procter & Gamble,Inflammation,Small Molecule,"Over-the-counter drug for reduction of pain, fever, inflammation, and stiffness.",?fda_statuses[]=189&target_types[]=173 | ?target_types[]=173 | ?fda_statuses[]=189&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Naproxen,"Aleve™, Anaprox™, Naprosyn™",Small Molecule,Inflammation,Alzheimer's Disease,Alzheimer's Disease (Discontinued),Procter & Gamble,"Over-the-counter drug for reduction of pain, fever, inflammation, and stiffness.","Naproxen is an over-the-counter nonsteroidal anti-inflammatory drug (NSAID). It inhibits COX-1 and COX-2, both isoforms of the cyclooxygenase enzyme, and reduces inflammation through reduced prostaglandin synthesis.","Background Naproxen is an over-the-counter nonsteroidal anti-inflammatory drug (NSAID). It inhibits COX-1 and COX-2, both isoforms of the cyclooxygenase enzyme, and reduces inflammation through reduced prostaglandin synthesis . I n the Alzheimer's field, i nterest in NSAIDs arose when epidemiological studies started reporting lower rates of Alzheimer's or cognitive decline among people who had been taking these drugs for chronic treatment of inflammatory conditions (e.g., Mar 1997 news ; in't Veld et al., 1998 ; Nov 2001 news ; Vlad et al., 2008 ; Obermann et al., 2013 ). Experimental studies supported the argument that inflammation plays a role in Alzheimer's disease, prompting a wave of clinical trials of various NSAIDs, e.g., ibuprofen , rofecoxib , celecoxib, and R-flurbiprofen .","Overview Name: Naproxen Synonyms: Aleve™, Anaprox™, Naprosyn™ Therapy Type: Small Molecule (timeline) Target Type: Inflammation (timeline) Condition(s): Alzheimer's Disease U.S. FDA Status: Alzheimer's Disease (Discontinued) Company: Procter & Gamble Approved for: Over-the-counter drug for reduction of pain, fever, inflammation, and stiffness.",discontinued,,False,,12 Apr 2019,https://www.alzforum.org/therapeutics/naproxen
nasal-insulin,Nasal Insulin,https://www.alzforum.org/therapeutics/nasal-insulin,"Detemir, Levemir, Humulin, Novolin, glulisine","Alzheimer's Disease (Phase 2/3), Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 2)",,"Amyloid-Related, Other","Small Molecule, Other",Diabetes,?fda_statuses[]=182&target_types[]=170 | ?fda_statuses[]=931&target_types[]=170 | ?target_types[]=170 | ?fda_statuses[]=182&target_types[]=175 | ?fda_statuses[]=931&target_types[]=175 | ?target_types[]=175 | ?fda_statuses[]=182&therapy_types[]=167 | ?fda_statuses[]=931&therapy_types[]=167 | ?therapy_types[]=167 | ?fda_statuses[]=182&therapy_types[]=166 | ?fda_statuses[]=931&therapy_types[]=166 | ?therapy_types[]=166,Therapeutics,Nasal Insulin,"Detemir, Levemir, Humulin, Novolin, glulisine","Small Molecule, Other","Amyloid-Related, Other","Alzheimer's Disease, Mild Cognitive Impairment, Parkinson's Disease, Multiple System Atrophy","Alzheimer's Disease (Phase 2/3), Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 2)",,Diabetes,"Insulin is the peptide hormone that is standard treatment for the management of Type 1 diabetes. In a new therapeutic approach, various forms of commercially available insulin are being atomized into a spray and inhaled through the nose.","Background Insulin is the peptide hormone that is standard treatment for the management of Type 1 diabetes. In a new therapeutic approach, various forms of commercially available insulin are being atomized into a spray and inhaled through the nose. The rationale behind this exploration of insulin for the treatment of cognitive impairment and dementia is twofold. First, brain areas affected in Alzheimer's disease have been shown to express insulin receptors, and insulin levels as well as insulin receptor signaling are thought to be reduced in Alzheimer's (e.g., Chiu et al., 2008 ; Steen et al., 2005 ). Second, if effective, delivery of this hormone directly into the brain along olfactory perivascular channels would sidestep the peripheral bloodstream. This would avoid the unwanted effect of increasing systemic insulin levels, which could lead to hypoglycemia or insulin resistance (e.g., Born et al., 2002 ). The physiological role of insulin in the brain is incompletely understood, but it has been implicated in synaptic remodeling and glucose utilization. Insulin has also been proposed to protect against Aβ toxicity, and insulin deficits have been linked to tau pathology, neuroinflammation, and other aspects of Alzheimer's pathophysiology ( De Felice et al., 2009 ; El Khoury et al., 2014 ; Zhao et al., 2009 ). Insulin resistance, Type 2 diabetes, obesity, and metabolic syndrome are risk factors for Alzheimer's disease (see AlzRisk Diabetes , AlzRisk Obesity ). Intranasal insulin began attracting attention in Alzheimer's research when small human studies reported improved cognition without a change in blood glucose or insulin levels in healthy volunteers (e.g., May 2002 news ; Benedict et al., 2004 ; Benedict et al., 2007 ).","Overview Name: Nasal Insulin Synonyms: Detemir, Levemir, Humulin, Novolin, glulisine Therapy Type: Small Molecule (timeline) , Other Target Type: Amyloid-Related (timeline) , Other (timeline) Condition(s): Alzheimer's Disease, Mild Cognitive Impairment, Parkinson's Disease, Multiple System Atrophy U.S. FDA Status: Alzheimer's Disease (Phase 2/3), Mild Cognitive Impairment (Phase 2), Parkinson's Disease (Phase 2), Multiple System Atrophy (Phase 2) Approved for: Diabetes",ongoing,2.0,False,,06 Jan 2025,https://www.alzforum.org/therapeutics/nasal-insulin
