therapeutic_id,target_name,target_kind,action_type,is_primary_target,target_notes
emrusolmin,Tau,pathway_or_process,small_molecule,True,"Anle138b is an oral, brain-penetrant, general inhibitor of protein aggregation."
emrusolmin,alpha-synuclein,pathway_or_process,small_molecule,False,"Anle138b is an oral, brain-penetrant, general inhibitor of protein aggregation."
emrusolmin,Other,pathway_or_process,small_molecule,False,"Anle138b is an oral, brain-penetrant, general inhibitor of protein aggregation."
emtricitabine,Inflammation,pathway_or_process,gene_therapy,True,This nucleoside analog reverse transcriptase inhibitor is used for the prevention and treatment of HIV infection.
encenicline,Cholinergic System,pathway_or_process,small_molecule,True,"Encenicline hydrochloride is a partial, selective agonist of the α-7 nicotinic acetylcholine receptor (α7-nAChR)."
engensis-0,Other,pathway_or_process,gene_therapy,True,This gene therapy involves intramuscular injection of a proprietary DNA plasmid encoding the two natural isoforms of hepatocyte growth factor.
epigallocatechin-gallate-egcg,Amyloid-Related,pathway_or_process,supplement,True,EGCG is a polyphenolic flavonoid extracted from green tea leaves and widely considered to be the key bioactive ingredient of green tea.
epigallocatechin-gallate-egcg,Inflammation,pathway_or_process,supplement,False,EGCG is a polyphenolic flavonoid extracted from green tea leaves and widely considered to be the key bioactive ingredient of green tea.
epigallocatechin-gallate-egcg,Other,pathway_or_process,supplement,False,EGCG is a polyphenolic flavonoid extracted from green tea leaves and widely considered to be the key bioactive ingredient of green tea.
epothilone-d,Tau,pathway_or_process,small_molecule,True,BMS-241027 is a small-molecule microtubule stabilizer for the treatment of Alzheimer's disease.
eptastigmine,Cholinergic System,pathway_or_process,small_molecule,True,Eptastigmine is a centrally acting cholinesterase inhibitor.
estrogen,Other,pathway_or_process,,True,There are a number of biological mechanisms through which estrogens might exert neuroprotective effects.
etalanetug,Tau,pathway_or_process,antibody,True,"This humanized, monoclonal IgG1 antibody recognizes an HVPGG epitope in the microtubule-binding domain near the mid-domain of tau."
etanercept,Inflammation,pathway_or_process,antibody,True,Etanercept inhibits the function of a pro-inflammatory cytokine called tumor necrosis factor alpha (TNF-α).
evp-0962,Amyloid-Related,pathway_or_process,small_molecule,True,EVP-0962 is a γ-secretase modulator.
exenatide,Other,pathway_or_process,small_molecule,True,Exenatide is an analog of the hormone glucagon-like peptide-1.
exidavnemab,alpha-synuclein,pathway_or_process,antibody,True,This is a humanized monoclonal antibody targeting α-synuclein originally developed by the Swedish company BioArctic.
ezeprogind,Tau,pathway_or_process,small_molecule,True,"This small molecule is reported to increase levels of the neurotrophic factor progranulin ( Verwaerde and Defert, 2025 )."
ezeprogind,Inflammation,pathway_or_process,small_molecule,False,"This small molecule is reported to increase levels of the neurotrophic factor progranulin ( Verwaerde and Defert, 2025 )."
ezeprogind,Other,pathway_or_process,small_molecule,False,"This small molecule is reported to increase levels of the neurotrophic factor progranulin ( Verwaerde and Defert, 2025 )."
flurizan,Amyloid-Related,pathway_or_process,small_molecule,True,"Flurizan™ is the R-enantiomer of the nonsteroidal anti-inflammatory flurbiprofen, an NSAID that is structurally and pharmacologically related to ibuprofen and is used to treat several inflammatory conditions."
focused-ultrasound-blood-brain-barrier,Amyloid-Related,pathway_or_process,device_or_procedure,True,Focused ultrasound with microbubbles is a noninvasive procedure that transiently opens the blood-brain barrier (BBB) using low-intensity sound waves.
focused-ultrasound-blood-brain-barrier,Other,pathway_or_process,device_or_procedure,False,Focused ultrasound with microbubbles is a noninvasive procedure that transiently opens the blood-brain barrier (BBB) using low-intensity sound waves.
foralumab,Inflammation,pathway_or_process,antibody,True,Foralumab is a human monoclonal IgG antibody to the CD3 T cell antigen receptor.
fosgonimeton,Other,pathway_or_process,small_molecule,True,"NDX-1017 is a brain-penetrant small molecule that activates signaling via the hepatocyte growth factor (HGF)/MET receptor system ( Moebius and Church, 2023 )."
fosigotifator,Other,pathway_or_process,small_molecule,True,"ABBV-CLS-7262 is an activator of the eukaryotic initiation factor EIF2b, which participates in starting up protein synthesis from mRNA."
frm-0334,Other,pathway_or_process,small_molecule,True,FRM-0334 is a histone deacetylase (HDAC) inhibitor.
g-csf,Other,pathway_or_process,small_molecule,True,
galantamine,Cholinergic System,pathway_or_process,small_molecule,True,"Discovered in the 1950s, g alantamine is an alkaloid isolated from Galanthus nivalis , the common snowdrop."
gammagardr,Amyloid-Related,pathway_or_process,antibody,True,Gammagard® is a preparation of pooled human plasma antibodies from blood donations.
gammagardr,Inflammation,pathway_or_process,antibody,False,Gammagard® is a preparation of pooled human plasma antibodies from blood donations.
gamunex,Amyloid-Related,pathway_or_process,antibody,True,This immunoglobulin preparation is used in obstetric indications to prevent and treat blood conditions related to rhesus factor incompatibility.
gamunex,Inflammation,pathway_or_process,antibody,False,This immunoglobulin preparation is used in obstetric indications to prevent and treat blood conditions related to rhesus factor incompatibility.
gantenerumab,Amyloid-Related,pathway_or_process,antibody,True,Gantenerumab is a fully human IgG1 antibody designed to bind with subnanomolar affinity to a conformational epitope on Aβ fibrils.
gc021109,Inflammation,pathway_or_process,small_molecule,True,GC021109 is one of the first compounds in Alzheimer's clinical research that specifically target microglial cells.
gemfibrozil,Cholesterol,pathway_or_process,small_molecule,True,Gemfibrozil is an old member of the fibrate class of drugs.
gosuranemab,Tau,pathway_or_process,antibody,True,This is a humanized IgG4 monoclonal anti-tau antibody.
grf6019,Inflammation,pathway_or_process,,True,"GRF6019 is a proprietary plasma fraction of about 400 proteins, developed by Alkahest and manufactured by Grifols."
grf6019,Other,pathway_or_process,,False,"GRF6019 is a proprietary plasma fraction of about 400 proteins, developed by Alkahest and manufactured by Grifols."
grf6019,Unknown,pathway_or_process,,False,"GRF6019 is a proprietary plasma fraction of about 400 proteins, developed by Alkahest and manufactured by Grifols."
grf6021,Inflammation,pathway_or_process,,True,"GRF6021 is a proprietary plasma fraction, developed by Alkahest and manufactured by Grifols."
grf6021,Other,pathway_or_process,,False,"GRF6021 is a proprietary plasma fraction, developed by Alkahest and manufactured by Grifols."
grf6021,Unknown,pathway_or_process,,False,"GRF6021 is a proprietary plasma fraction, developed by Alkahest and manufactured by Grifols."
gsk239512,Cholinergic System,pathway_or_process,small_molecule,True,"GSK was developing this histamine H3 receptor antagonist for the treatment of Alzheimer's, schizophrenia, and multiple sclerosis."
gsk239512,Other Neurotransmitters,pathway_or_process,small_molecule,False,"GSK was developing this histamine H3 receptor antagonist for the treatment of Alzheimer's, schizophrenia, and multiple sclerosis."
gsk2647544,Cholesterol,pathway_or_process,small_molecule,True,GSK2647544 is an inhibitor of lipoprotein-associated phospholipase A2.
gsk933776,Amyloid-Related,pathway_or_process,antibody,True,GSK933776 is a humanized mouse IgG1 monoclonal antibody directed against the N-terminus of the Aβ peptide.
gt-02287,alpha-synuclein,pathway_or_process,small_molecule,True,"GT-02287 is a brain-penetrant, small molecule allosteric regulator of the lysosomal enzyme glucocerebrosidase (GCase)."
gt-02287,Other,pathway_or_process,small_molecule,False,"GT-02287 is a brain-penetrant, small molecule allosteric regulator of the lysosomal enzyme glucocerebrosidase (GCase)."
guanfacine,Other Neurotransmitters,pathway_or_process,small_molecule,True,This drug is an α2A adrenergic receptor agonist.
gv-971,Amyloid-Related,pathway_or_process,small_molecule,True,This mixture of acidic linear oligosaccharides is derived from brown algae.
gv-971,Inflammation,pathway_or_process,small_molecule,False,This mixture of acidic linear oligosaccharides is derived from brown algae.
gv1001,Other,pathway_or_process,antibody,True,"Originally developed as a cancer vaccine, GV1001 is a 16-amino-acid peptide comprising a sequence from the human enzyme telomerase reverse transcriptase (TERT)."
hf0220,Inflammation,pathway_or_process,small_molecule,True,
hmtm,Tau,pathway_or_process,small_molecule,True,TRx0237 (LMTX™) is a second-generation tau protein aggregation inhibitor for the treatment of Alzheimer's disease (AD) and frontotemporal dementia.
htl0018318,Cholinergic System,pathway_or_process,small_molecule,True,"This small-molecule drug selectively activates the muscarinic acetylcholine receptor M1, which is expressed in the central nervous system and peripheral secretory glands."
huperzine,Cholinergic System,pathway_or_process,small_molecule,True,Huperzine A is an alkaloid extract derived from the Chinese club moss Huperzia serrata.
ibc-ab002,Amyloid-Related,pathway_or_process,antibody,True,"This humanized IgG1 antibody inhibits an immune checkpoint protein called programmed death ligand, aka PD-L1, stimulating the immune system."
ibc-ab002,Inflammation,pathway_or_process,antibody,False,"This humanized IgG1 antibody inhibits an immune checkpoint protein called programmed death ligand, aka PD-L1, stimulating the immune system."
ibc-ab002,Other,pathway_or_process,antibody,False,"This humanized IgG1 antibody inhibits an immune checkpoint protein called programmed death ligand, aka PD-L1, stimulating the immune system."
ibuprofen,Amyloid-Related,pathway_or_process,small_molecule,True,Ibuprofen is an over-the-counter non-steroidal anti-inflammatory drug (NSAID).
ibuprofen,Inflammation,pathway_or_process,small_molecule,False,Ibuprofen is an over-the-counter non-steroidal anti-inflammatory drug (NSAID).
iclepertin,Other Neurotransmitters,pathway_or_process,small_molecule,True,"This compound is a glycine transporter inhibitor that was being develped for the treatment of Alzheimer's disease, then discontinued; it remains in development for schizophrenia."
idalopirdine,Other Neurotransmitters,pathway_or_process,small_molecule,True,This orally available drug is an antagonist of the serotonin 6 (5-HT6) receptor.
idebenone,Other,pathway_or_process,small_molecule,True,"Idebenone, a synthetic analogue of coenzyme Q10, has potent antioxidant activity and facilitates the flux of electrons along the mitochondrial electron transport chain, increasing the production of ATP."
intepirdine,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Originally developed by GSK under the name SB-742457, RVT-101/intepirdine is an antagonist of the serotonin receptor 6 (5-HT)6, a largely CNS-specific member of the serotonin receptor subfamily."
intranasal-oxytocin,Other,pathway_or_process,,True,"Oxytocin is a peptide hormone involved in social bonding, reproduction, and childbirth."
inzomelid,Inflammation,pathway_or_process,small_molecule,True,"Inzomelid is an oral, brain-penetrant inhibitor of inflammasomes containing NLRP3, or nod-like receptor family, pyrin domain-containing protein 3."
ion464,alpha-synuclein,pathway_or_process,gene_therapy,True,ION464 is an antisense oligonucleotide targeting α-synuclein mRNA to block production of the protein.
ion859,Inflammation,pathway_or_process,gene_therapy,True,This drug is an antisense oligonucleotide (ASO).
ion859,Other,pathway_or_process,gene_therapy,False,This drug is an antisense oligonucleotide (ASO).
irsenontrine,Other,pathway_or_process,small_molecule,True,Irsenontrine is a selective inhibitor of phosphodiesterase 9.
iti-1284,Other Neurotransmitters,pathway_or_process,small_molecule,True,ITI-1284 is a deuterated derivative of the antipsychotic drug lumateperone.
jnj-64042056,Tau,pathway_or_process,antibody,True,ACI-35 is a liposome-based vaccine.
karxt,Cholinergic System,pathway_or_process,small_molecule,True,KarXT is xanomeline with trospium.
ketasyn,Other,pathway_or_process,supplement,True,This is a nutritional beverage.
kisunla,Amyloid-Related,pathway_or_process,antibody,True,"Donanemab, aka N3pG, is a humanized IgG1 monoclonal antibody developed from mouse mE8-IgG2a."
kmct-ons,Other,pathway_or_process,supplement,True,kMCT-ONS is a nutritional drink that raises blood ketone concentrations.
kp405,Other,pathway_or_process,small_molecule,True,KP405 is a dual incretin receptor agonist that is being developed to treat Parkinson’s disease.
kynmobi,Other Neurotransmitters,pathway_or_process,small_molecule,True,"APL-130277 is a sublingual thin film formulation of apomorphine, a dopamine receptor agonist with anti-parkinsonian actions similar to levodopa."
ladostigil,Cholinergic System,pathway_or_process,small_molecule,True,"Ladostigil is a multimodal, or multifunctional, (MFC) compound that combines two pharmacophores taken from rivastigmine and rasagiline."
lamivudine,Inflammation,pathway_or_process,gene_therapy,True,Lamivudine is an antiretroviral therapy used to treat human immunodeficiency virus and Hepatitis B infections.
latozinemab,Other,pathway_or_process,antibody,True,AL001 is a recombinant human anti-human sortilin (SORT1) monoclonal IgG1 developed by Alector in partnership with Abbvie.
lenalidomide,Amyloid-Related,pathway_or_process,small_molecule,True,"Lenalidomide is an anti-cancer drug with pleiotropic anti-inflammatory, anti-angiogenic, and immune stimulatory activities."
lenalidomide,Inflammation,pathway_or_process,small_molecule,False,"Lenalidomide is an anti-cancer drug with pleiotropic anti-inflammatory, anti-angiogenic, and immune stimulatory activities."
leqembi,Amyloid-Related,pathway_or_process,antibody,True,"BAN2401 is the humanized IgG1 version of the mouse monoclonal antibody mAb158, which selectively binds to large, soluble Aβ protofibrils."
leucettinib-21,Other,pathway_or_process,small_molecule,True,"Leucettinib-21 is a small-molecule inhibitor of the dual-specific, tyrosine phosphorylation-regulated kinase DYRK1A ( Lindberg and Meijer 2021 )."
leuprolide,Other,pathway_or_process,,True,Leuprolide acetate is a synthetic nonapeptide analog of naturally occurring gonadotropin-releasing hormone (GnRH).
levetiracetam,Amyloid-Related,pathway_or_process,small_molecule,True,Levetiracetam is an atypical anti-convulsant medication and a modulator of the synaptic vesicle protein modulator SV2A.
levetiracetam,Other,pathway_or_process,small_molecule,False,Levetiracetam is an atypical anti-convulsant medication and a modulator of the synaptic vesicle protein modulator SV2A.
levodopa,Other Neurotransmitters,pathway_or_process,small_molecule,True,This dopamine replacement therapy is the mainstay of treatment for motor symptoms of Parkinson’s disease.
linopirdine,Other,pathway_or_process,small_molecule,True,
liraglutide,Other,pathway_or_process,,True,Liraglutide is an analog of glucagon-like peptide 1.
lithium,Amyloid-Related,pathway_or_process,,True,"Lithium has been used for decades to treat mood disorders, and is now mainly prescribed for bipolar disorder."
lithium,Tau,pathway_or_process,,False,"Lithium has been used for decades to treat mood disorders, and is now mainly prescribed for bipolar disorder."
lithium,Metals,pathway_or_process,,False,"Lithium has been used for decades to treat mood disorders, and is now mainly prescribed for bipolar disorder."
lithium,Other,pathway_or_process,,False,"Lithium has been used for decades to treat mood disorders, and is now mainly prescribed for bipolar disorder."
lixisenatide,Other,pathway_or_process,,True,Lixisenatide is an analog of the hormone glucagon-like peptide-1.
lm11a-31-bhs,Other,pathway_or_process,small_molecule,True,"LM11A-31 is an orally available, brain-penetrant, small-molecule ligand of the p75 neurotrophic receptor."
lomecel-b,Inflammation,pathway_or_process,,True,"Lomecel-B is a preparation of multipotent stem and progenitor cells isolated from donated bone marrow of young healthy adults, and expanded in culture."
lomecel-b,Other,pathway_or_process,,False,"Lomecel-B is a preparation of multipotent stem and progenitor cells isolated from donated bone marrow of young healthy adults, and expanded in culture."
lornoxicam,Inflammation,pathway_or_process,small_molecule,True,
losartan,Other,pathway_or_process,small_molecule,True,Losartan is an angiotensin II receptor blocker used to treat high blood pressure.
low-dose-interleukin-2,Inflammation,pathway_or_process,,True,Low dose interleukin 2 is being tested as an immunomodulatory approach in neurodegenerative diseases.
low-intensity-focused-ultrasound,Other,pathway_or_process,device_or_procedure,True,"Low-intensity transcranial focused ultrasound is a noninvasive, targeted neuromodulation technology."
low-intensity-focused-ultrasound,Unknown,pathway_or_process,device_or_procedure,False,"Low-intensity transcranial focused ultrasound is a noninvasive, targeted neuromodulation technology."
lti-291,Other,pathway_or_process,small_molecule,True,"LTI-291 is a small-molecule activator of glucocerebrosidase (GCase), a lysosomal enzyme involved in the breakdown of glycosphingolipids."
lu-af20513,Amyloid-Related,pathway_or_process,antibody,True,This active vaccine was designed to overcome the weak immune system of aged populations while avoiding auto-immune T cell responses.
lu-af82422,alpha-synuclein,pathway_or_process,antibody,True,LU AF82422 is a humanized monoclonal IgG1 antibody targeting the C-terminal of α-synuclein.
lu-af87908,Tau,pathway_or_process,antibody,True,Lu AF87908 is a humanized mouse IgG1 monoclonal antibody to phosphorylated tau protein.
lu-af88434,Other,pathway_or_process,small_molecule,True,This small molecule is a potent and selective PDE-1 phosphodiesterase inhibitor that increases neuronal levels of cyclic nucleotide second messengers.
lu25-109,Cholinergic System,pathway_or_process,small_molecule,True,LU25-109 is a selective partial M1 agonist and an M2/M3 antagonist.
lumateperone,Other Neurotransmitters,pathway_or_process,small_molecule,True,"This serotonin 5-HT2A receptor antagonist was originally developed by Bristol Myers Squibb, and was licensed to Intra-Cellular Therapies in 2005."
lx1001,Amyloid-Related,pathway_or_process,gene_therapy,True,This gene-therapy approach uses a viral vector to drive expression of human apolipoprotein E2 protein (APOE2) in the central nervous system.
ly2599666,Amyloid-Related,pathway_or_process,antibody,True,"LY2599666 is an Fc-less, antigen-binding fragment of a monoclonal anti-Aβ antibody linked to polyethylene glycol."
ly2886721,Amyloid-Related,pathway_or_process,small_molecule,True,LY2886721 was the first BACE inhibitor to reach Phase 2 clinical research.
ly3202626,Amyloid-Related,pathway_or_process,small_molecule,True,"LY3202626 is a potent small-molecule inhibitor of BACE1, the β-secretase enzyme that cleaves the APP protein to release its C99 fragment."
ly3884961,Other,pathway_or_process,gene_therapy,True,PR001 is a gene-replacement therapy that uses adeno-associated virus 9 (AAV9) to deliver a functional copy of the GBA1 gene to the brain.
ly3884963,Other,pathway_or_process,gene_therapy,True,PR006 is a gene-replacement therapy that uses adeno-associated virus 9 (AAV9) to deliver a functional copy of the progranulin gene GRN to the brain.
ly3954068,Tau,pathway_or_process,gene_therapy,True,LY3954068 is a small interfering RNA (siRNA) that targets expression of the microtubule-associated binding protein tau.
ly3962681,alpha-synuclein,pathway_or_process,gene_therapy,True,LY3962681 is a small interfering RNA (siRNA) that binds α-synuclein messenger RNA and causes its degradation.
masitinib,Other,pathway_or_process,small_molecule,True,"Masitinib is an orally available inhibitor of the protein tyrosine kinase c-kit, which is expressed on cancer cells."
masupirdine,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Developed by Suven Inc., the Delaware-based subsidiary of Indian company Suven Life Sciences, SUVN-502 is an orally available, brain-penetrant, selective antagonist of the 5-HT6 serotonin receptor ( Nirogi et al., 2017 )."
medi1814,Amyloid-Related,pathway_or_process,antibody,True,"Developed originally at MedImmune, now part of AstraZeneca, this antibody is being developed jointly by AstraZeneca and Eli Lilly."
melatonin,Other,pathway_or_process,supplement,True,
mem-1003,Other,pathway_or_process,small_molecule,True,MEM 1003 is a dihydropyridine compound related to nimodipine.
memantine,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Memantine is marketed for the treatment of moderate to severe Alzheimer's disease in the United States, Canada, Europe, China, and other countries, and for the treatment of dementia in Germany, where it has been on the market since 1989 under the name Akatinol."
memorem-transcranial-electromagnetic-treatment,Amyloid-Related,pathway_or_process,device_or_procedure,True,"MemorEM™ is a patented, noninvasive technology that delivers ultrahigh radio frequency electromagnetic waves to the brain."
memorem-transcranial-electromagnetic-treatment,Other,pathway_or_process,device_or_procedure,False,"MemorEM™ is a patented, noninvasive technology that delivers ultrahigh radio frequency electromagnetic waves to the brain."
metformin,Other,pathway_or_process,small_molecule,True,Metformin is a prescription drug widely used to treat Type 2 diabetes.
methylphenidate,Other Neurotransmitters,pathway_or_process,small_molecule,True,This drug is a mild CNS stimulant that is being tested as a treatment for apathy in people with Alzheimer’s disease.
metrifonate,Cholinergic System,pathway_or_process,small_molecule,True,Metrifonate is a long-acting irreversible cholinesterase inhibitor.
mevidalen,Other Neurotransmitters,pathway_or_process,small_molecule,True,"LY3154207 is a small-molecule, positive allosteric modulator of the dopamine receptor D1 (D1 PAM)."
milameline,Cholinergic System,pathway_or_process,small_molecule,True,"Milameline is a muscarinic receptor agonist with approximately equal affinities determined at the five subtypes of human muscarinic receptors (hM1–hM5) ( Schwarz et al., 1999 )."
minocycline,Other,pathway_or_process,small_molecule,True,This second-generation tetracycline antibiotic has been in use for more than 30 years.
minzasolmin,alpha-synuclein,pathway_or_process,small_molecule,True,Minzasolmin is a small-molecule α-synuclein aggregation inhibitor.
mirtazapine,Other Neurotransmitters,pathway_or_process,small_molecule,True,Mirtazapine is a tricyclic antidepressant.
mivelsiran,Amyloid-Related,pathway_or_process,gene_therapy,True,This gene-silencing approach uses intrathecal injection of a small interfering RNA targeting the amyloid precursor protein mRNA as a potential treatment for Alzheimer’s disease and cerebral amyloid angiopathy.
mk-1167,Cholinergic System,pathway_or_process,small_molecule,True,MK-1167 is an α-7 nicotinic acetylcholine receptor positive allosteric modulator.
mk-1942,Unknown,pathway_or_process,small_molecule,True,"Little is known about MK-1942, a small-molecule drug Merck began to develop for treatment-resistant depression in 2021."
mk-2214,Tau,pathway_or_process,antibody,True,MK-2214 is an anti-tau monoclonal antibody.
mk-7622,Unknown,pathway_or_process,small_molecule,True,Merck is developing MK-7622 as an add-on therapy to the cholinesterase inhibitor donepezil for the treatment of Alzheimer's disease.
mk-8189,Other Neurotransmitters,pathway_or_process,small_molecule,True,MK-8189 is a selective inhibitor of phosphodiesterase 10A (PDE10A).
mkc-231,Unknown,pathway_or_process,small_molecule,True,"MKC-231 is reported to enhance high-affinity choline uptake (HACU), a rate-limiting step in acetylcholine synthesis ( Takashina et al., 2008 )."
montelukast,Inflammation,pathway_or_process,small_molecule,True,Montelukast is a leukotriene receptor antagonist used to treat asthma and allergy symptoms.
msdc-0160,Other,pathway_or_process,small_molecule,True,
multivitamin-mineral-supplement,Other,pathway_or_process,supplement,True,"Multivitamin deficiencies in older adults may increase risk for cognitive decline and dementia ( Littlejohns et al., 2014 ; Mohajeri et al., 2015 )."
mw150-0,Inflammation,pathway_or_process,small_molecule,True,"MW150 is a CNS-penetrant, selective inhibitor of the alpha isoform of the mitogen-activated serine/threonine protein kinase p38 MAPK."
mw150-0,Other,pathway_or_process,small_molecule,False,"MW150 is a CNS-penetrant, selective inhibitor of the alpha isoform of the mitogen-activated serine/threonine protein kinase p38 MAPK."
mw151,Inflammation,pathway_or_process,small_molecule,True,"MW151 is an orally available, brain-penetrant, anti-inflammatory compound."
na-831,Cholinergic System,pathway_or_process,small_molecule,True,This small molecule is claimed to activate AMPA receptors and increase the production of brain-derived neurotrophic factor in neurons.
nabilone,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Nabilone is a synthetic compound sold by Bausch Health, formerly Valeant Pharmaceuticals."
naproxen,Inflammation,pathway_or_process,small_molecule,True,Naproxen is an over-the-counter nonsteroidal anti-inflammatory drug (NSAID).
nasal-insulin,Amyloid-Related,pathway_or_process,small_molecule,True,Insulin is the peptide hormone that is standard treatment for the management of Type 1 diabetes.
nasal-insulin,Other,pathway_or_process,small_molecule,False,Insulin is the peptide hormone that is standard treatment for the management of Type 1 diabetes.
nb-4746,Other,pathway_or_process,small_molecule,True,"NB-4746 is an oral, brain-penetrant, small molecule inhibitor of the nicotinamide adenine dinucleotide (NAD) hydrolase SARM1."
nefiracetam,Cholinergic System,pathway_or_process,small_molecule,True,"Nefiracetam is a pyrrolidone-type agent that affects multiple neurotransmitter systems including: aminergic, glutaminergic, and cholinergic."
neflamapimod,Inflammation,pathway_or_process,small_molecule,True,"Neflamapimod selectively inhibits the alpha isoform of the mitogen-activated serine/threonine protein kinase p38 MAPK, a ""stress kinase"" considered a drug target in CNS diseases ( Duffy et al., 2011 )."
nelonicline,Cholinergic System,pathway_or_process,small_molecule,True,ABT-126 is an α-7 nicotinic acetylcholine receptor (α7-nAChR) allosteric modulator that was being developed to treat cognitive deficits in schizophrenia and Alzheimer's disease.
nelotanserin,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Nelotanserin is a serotonin, aka 5HT, 2A receptor inverse agonist."
neotrofin,Unknown,pathway_or_process,small_molecule,True,NeoTrofin is a derivative of the purine hypoxanthin.
neramexane,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Similar to memantine, neramexane is an NMDA receptor channel blocker with moderate affinity."
neu-411,Inflammation,pathway_or_process,small_molecule,True,NEU-411 is a small molecule that enters the brain and inhibits the leucine-rich repeat kinase LRRK2.
neu-411,Other,pathway_or_process,small_molecule,False,NEU-411 is a small molecule that enters the brain and inhibits the leucine-rich repeat kinase LRRK2.
neuroad,Other,pathway_or_process,device_or_procedure,True,NeuroADTM rTMS is a non-invasive neuromodulation system.
nic5-15,Amyloid-Related,pathway_or_process,small_molecule,True,"NIC5-15 is pinitol, a naturally occurring cyclic sugar alcohol."
nic5-15,Other,pathway_or_process,small_molecule,False,"NIC5-15 is pinitol, a naturally occurring cyclic sugar alcohol."
nicotinamide-riboside,Other,pathway_or_process,supplement,True,"Nicotinamide riboside (NR) is a patented analog of nicotinamide or Vitamin B3, and is sold as a dietary supplement under the brand name Tru Niagen."
nilotinib,Other,pathway_or_process,small_molecule,True,Nilotinib is an oral Abl tyrosine kinase inhibitor used to treat chronic myeloid leukemia.
nilvadipine,Other,pathway_or_process,small_molecule,True,Nilvadipine is a dihydropyridine calcium channel blocker.
nimodipine,Metals,pathway_or_process,small_molecule,True,Nimodipine is a calcium channel blocker.
nio752,Tau,pathway_or_process,gene_therapy,True,"NIO752 is an antisense oligonucleotide to tau, designed to reduce the levels of this protein by interfering with translation of tau mRNA."
nivegacetor,Amyloid-Related,pathway_or_process,small_molecule,True,This second-generation γ-secretase modulator is in development for the treatment of Alzheimer's disease.
nmra-511,Other,pathway_or_process,small_molecule,True,"NMRA-511 is an oral, selective, brain-penetrant antagonist of the vasopressin 1a receptor (V1aR)."
npt520-34,alpha-synuclein,pathway_or_process,small_molecule,True,"This orally available, small-molecule antagonist of toll-like receptor 2 (TLR2) is in development for the treatment of Parkinson’s disease and ALS."
npt520-34,Inflammation,pathway_or_process,small_molecule,False,"This orally available, small-molecule antagonist of toll-like receptor 2 (TLR2) is in development for the treatment of Parkinson’s disease and ALS."
npt520-34,Other,pathway_or_process,small_molecule,False,"This orally available, small-molecule antagonist of toll-like receptor 2 (TLR2) is in development for the treatment of Parkinson’s disease and ALS."
ns2330,Other Neurotransmitters,pathway_or_process,small_molecule,True,"NS2330 is a monoamine uptake inhibitor that inhibits norepinephrine, serotonin, and dopamine reuptake."
nsc001,Cholinergic System,pathway_or_process,small_molecule,True,Insufficient activity of the cholinergic system is associated with AD and cognitive decline.
nt-0796,Inflammation,pathway_or_process,small_molecule,True,"NT-0796 is an oral, brain-penetrant inhibitor of inflammasomes that contain NLRP3, aka nod-like receptor family pyrin domain-containing protein 3."
ntrx-07,Inflammation,pathway_or_process,small_molecule,True,NTRX-07 is a cannabinoid receptor agonist.
ntrx-07,Other,pathway_or_process,small_molecule,False,NTRX-07 is a cannabinoid receptor agonist.
nuplazid,Other Neurotransmitters,pathway_or_process,small_molecule,True,"Pimavanserin is a serotonergic agent, specifically a selective serotonin (5-HT) 2A receptor inverse agonist."
nurowntm,Other,pathway_or_process,,True,"NurOwn™ comprises mesenchymal stem cells enriched from patients’ own bone marrow, propagated in the lab, and induced to secrete neurotrophic factors."
nuz-001,Other,pathway_or_process,small_molecule,True,"NUZ-001, also known as monepantel, is used worldwide in veterinary medicine to control intestinal nematodes, especially in sheep."
nx210c,Other,pathway_or_process,small_molecule,True,NX210c is a cyclized 12-amino-acid peptide derived from a protein involved in embryonic neuronal development.
nyx-458,Other Neurotransmitters,pathway_or_process,small_molecule,True,NYX-458 is an oral NMDA receptor modulator with pro-cognitive and antidepressant actions.
obicetrapib,Cholesterol,pathway_or_process,small_molecule,True,This cholesteryl ester transfer protein (CETP) inhibitor is being developed primarily as a cholesterol-targeted therapy to reduce cardiovascular disease.
octagam%C2%AE,Amyloid-Related,pathway_or_process,antibody,True,NewGam/Octagam® is an intravenous immunoglobulin preparation by the Switzerland-based company Octapharma.
octagam%C2%AE,Inflammation,pathway_or_process,antibody,False,NewGam/Octagam® is an intravenous immunoglobulin preparation by the Switzerland-based company Octapharma.
olx-07010,Tau,pathway_or_process,small_molecule,True,OLX-07010 is a small-molecule inhibitor of tau self-association that is being tested for Alzheimer’s disease.
opm-201,Other,pathway_or_process,small_molecule,True,"This small molecule, brain-penetrant inhibitor of the leucine-rich repeat kinase LRRK2 is being developed as a treatment for Parkinson’s disease."
orm-12741,Other Neurotransmitters,pathway_or_process,small_molecule,True,ORM-12741 is an orally available α 2c adrenergic receptor antagonist being developed for Alzheimer's disease by the Finnish company Orion.
pbft02,Other,pathway_or_process,gene_therapy,True,PBFT02 is a gene-replacement therapy that uses adeno-associated virus serotype 1 (AAV1) to deliver a functional copy of the progranulin gene GRN to the brain.
